"plot_ID","LAT","LON"
"45_39_126",34.396002,-81.393397
"45_87_92",34.540893,-81.470334
"45_71_119",34.382082,-81.55711
"45_59_129",34.54292,-81.784606
"45_37_83",33.852078,-82.086713
"45_37_84",33.81052,-82.129836
"45_73_130",34.826346,-83.238472
"45_73_132",34.771216,-83.207707
"45_73_142",34.684387,-83.286972
"45_23_72",34.74031,-81.439006
"45_87_18",34.668517,-81.47325
"45_73_76",34.937611,-83.017713
"45_65_27",34.024945,-82.335063
"45_37_12",33.771937,-82.109688
"45_23_105",34.683758,-81.425464
"45_87_112",34.616758,-81.754371
"45_71_118",34.420651,-81.575943
"45_65_90",33.995535,-82.330328
"45_87_97",34.500389,-81.529497
"45_1_93",34.13498,-82.29181
"45_65_84",33.959762,-82.363973
"45_23_23",34.699645,-81.442852
"45_87_40",34.532529,-81.481176
"45_87_11",34.483164,-81.513941
"45_87_17",34.634235,-81.616197
"45_87_115",34.534726,-81.642382
"45_59_68",34.543697,-81.78941
"45_59_105",34.483533,-81.684499
"45_71_33",34.395567,-81.728759
"45_71_105",34.331773,-81.598011
"45_65_75",33.618106,-82.115521
"45_73_116",34.80026,-83.159494
"45_73_119",34.979922,-83.025735
"45_73_124",34.912966,-83.073756
"45_39_128",34.531618,-81.404553
"45_73_115",34.829873,-83.103153
"45_73_122",34.957882,-83.069394
"45_73_135",34.729561,-83.171821
"45_87_104",34.577958,-81.671742
"45_87_105",34.623078,-81.684827
"45_59_124",34.50426,-81.705191
"45_59_126",34.550164,-81.728954
"45_81_79",34.012454,-81.955138
"45_37_87",33.736309,-82.027727
"45_73_144",34.877701,-83.12535
"45_37_90",33.934466,-82.103372
"45_1_90",34.06559,-82.390256
"45_65_80",33.793704,-82.168545
"45_65_85",33.987163,-82.428387
"45_65_36",33.860445,-82.327049
"45_65_35",33.882795,-82.399714
"45_37_72",33.94137,-82.071684
"45_1_2",34.104314,-82.301886
"45_87_98",34.718936,-81.461176
"45_87_108",34.503737,-81.558831
"45_65_76",33.96507,-82.093243
"45_65_79",33.81371,-82.144953
"45_1_92",34.154799,-82.286015
"45_65_83",34.009294,-82.34748
"45_73_138",34.709611,-83.273891
"45_23_104",34.761148,-81.41566
"45_23_106",34.673976,-81.442396
"45_65_92",33.733082,-82.173587
"45_73_146",34.775191,-83.243243
"45_65_91",33.971038,-82.389694
"45_73_145",34.870482,-83.210545
"45_87_93",34.520904,-81.517931
"45_1_89",34.079388,-82.31813
"45_37_91",33.754767,-82.13368
"45_1_91",34.198043,-82.290877
"45_73_133",34.836003,-83.262089
"45_73_36",34.749741,-83.316773
"45_73_139",34.734726,-83.306503
"45_73_141",34.76755,-83.310639
"45_39_124",34.432663,-81.311659
"45_87_90",34.701484,-81.464448
"45_87_94",34.559075,-81.525629
"45_71_120",34.368148,-81.645412
"45_87_99",34.664946,-81.509388
"45_71_122",34.439686,-81.615014
"45_37_86",33.854633,-82.134108
"45_1_98",34.093223,-82.340842
"45_87_167",34.538083,-81.583491
"45_7_43",34.487711,-82.955574
"45_47_74",34.139377,-82.000678
"45_81_14",33.99634,-81.937907
"45_73_100",34.850916,-83.229762
"45_73_21",34.800955,-83.131582
"45_65_55",33.999188,-82.382067
"45_1_61",34.080207,-82.358237
"45_65_45",33.824987,-82.139918
"45_65_50",33.760879,-82.18453
"45_65_49",33.820138,-82.288382
"45_87_6",34.604661,-81.655119
"45_71_17",34.437889,-81.563372
"45_39_66",34.438482,-81.303621
"45_87_109",34.514172,-81.608204
"45_71_123",34.437637,-81.650629
"45_65_81",33.785693,-82.201792
"45_1_95",34.08861,-82.374931
"45_65_87",33.979331,-82.449813
"45_65_89",33.935763,-82.426382
"45_73_140",34.799817,-83.303658
"45_39_125",34.434345,-81.343136
"45_87_95",34.594935,-81.591181
"45_65_77",33.899351,-82.174084
"45_87_96",34.505193,-81.430847
"45_71_114",34.43156,-81.45633
"45_59_125",34.528807,-81.729995
"45_87_113",34.560857,-81.732151
"45_73_117",34.816986,-83.177024
"45_73_127",34.896058,-83.142729
"45_71_115",34.404745,-81.507149
"45_73_134",34.771339,-83.146188
"45_73_136",34.740782,-83.199769
"37_39_23",35.257033,-84.211253
"45_23_49",34.736747,-81.481256
"45_39_127",34.502995,-81.375061
"45_71_112",34.473156,-81.420065
"45_87_101",34.627033,-81.659481
"45_87_103",34.57329,-81.644577
"45_59_130",34.476029,-81.714183
"45_71_127",34.436625,-81.72387
"45_71_128",34.393911,-81.764087
"45_73_121",34.951482,-83.046991
"45_73_126",34.883773,-83.083437
"55_81_44",44.13,-90.33
"55_81_45",44.12,-90.32
"55_81_48",44.08,-90.37
"55_81_49",44.08,-90.37
"55_81_65",44.02,-90.72
"55_81_66",44.02,-90.71
"55_81_29",44.09,-90.64
"55_81_30",44.08,-90.63
"55_57_55",44.1,-90.13
"55_57_57",44.08,-90.13
"55_119_9001",45.36,-90.69
"55_119_9002",45.32,-90.68
"55_119_9003",45.31,-90.7
"55_119_9005",45.35,-90.6
"55_119_9006",45.33,-90.63
"29_35_20046",36.919364,-91.084824
"29_35_20034",36.825379,-90.970371
"29_15_20060",38.307089,-93.413126
"29_149_20095",36.885049,-91.399657
"22_43_90021",31.5,-92.47
"22_127_90072",31.83,-92.72
"22_69_90046",31.44,-93.03
"22_69_90112",31.44,-93.22
"22_79_90024",31.42,-92.31
"22_79_90092",31.22,-92.61
"22_103_90026",30.31,-89.81
"22_69_90027",32.06,-93
"22_119_90038",32.58,-93.36
"22_69_90022",32.03,-92.94
"22_79_90085",31.22,-92.58
"22_79_90118",31.22,-92.72
"22_115_90091",31.210704,-93.138881
"29_221_20087",37.809399,-90.922735
"29_221_20111",37.788156,-91.095241
"29_221_20164",37.932449,-91.038253
"29_221_20109",38.008682,-90.914725
"29_223_20060",37.083121,-90.419098
"29_223_20201",36.977231,-90.413264
"29_221_20214",37.91924,-90.959498
"29_221_20215",37.860475,-90.970796
"29_221_20217",37.791079,-91.02996
"22_127_90080",31.89,-92.78
"29_153_20224",36.701388,-92.726724
"29_153_20225",36.664872,-92.593726
"29_153_20106",36.771926,-92.155683
"29_153_20094",36.79502,-92.671968
"22_43_90003",31.5,-92.31
"22_27_90003",32.89,-92.75
"22_69_90024",32.11,-92.94
"22_43_90045",31.67,-92.61
"29_181_20011",36.701123,-90.980193
"29_181_20020",36.774028,-91.072611
"29_181_20072",36.717327,-91.044607
"29_223_20210",37.103626,-90.458798
"29_223_20211",36.975829,-90.337549
"29_223_20212",37.050948,-90.478483
"29_223_20213",36.945436,-90.506655
"29_223_20219",36.95066,-90.647811
"22_127_90099",31.81,-92.89
"29_149_29015",36.737258,-91.140978
"29_153_20208",36.784928,-92.642428
"29_169_20105",37.790527,-92.163151
"29_169_20201",37.709719,-92.177531
"29_169_20206",37.782613,-92.085853
"29_169_20208",37.609836,-92.134292
"29_169_20211",37.782396,-92.241854
"29_169_20215",37.827063,-92.033601
"29_169_20020",37.639019,-92.081509
"29_149_20117",36.784879,-91.396152
"29_123_20071",37.562989,-90.452606
"29_123_20206",37.607343,-90.15987
"29_223_20053",37.043184,-90.696372
"29_203_20258",37.049481,-91.6079
"29_203_20103",37.35867,-91.493139
"29_203_20117",37.151275,-91.433039
"29_203_20191",37.126826,-91.170717
"29_203_20284",37.388025,-91.31819
"29_169_20086",37.791516,-92.059893
"22_79_90134",31.28,-92.78
"22_27_90028",32.823224,-93.034293
"22_69_90078",31.5,-93.08
"22_115_90036",31.03,-93.03
"22_69_90082",31.44,-93.14
"22_79_90106",31.19,-92.67
"22_79_90083",31.14,-92.58
"22_43_90039",31.53,-92.58
"22_115_90039",31.14,-93.03
"29_153_20193",36.605747,-92.625675
"29_153_20044",36.683894,-92.763183
"29_153_20112",36.699489,-92.581506
"29_153_20209",36.739172,-92.12982
"22_43_90024",31.61,-92.47
"29_215_20084",37.600756,-92.20004
"29_215_20068",37.583341,-92.046322
"29_123_20109",37.439565,-90.413938
"29_123_20036",37.443382,-90.255756
"22_15_90002",32.75,-93.44
"22_43_90038",31.5,-92.58
"22_43_90027",31.75,-92.47
"22_43_90044",31.75,-92.58
"22_115_90061",31.11,-93.14
"29_213_20004",36.716951,-92.963421
"29_213_20064",36.745814,-93.006519
"29_213_20003",36.694692,-92.884816
"29_213_20144",36.64867,-92.782684
"29_213_20204",36.641546,-92.89241
"22_43_90040",31.58,-92.58
"22_69_90079",31.44,-93.08
"22_115_90050",31.11,-93.08
"22_15_90050",32.5,-93.61
"29_185_20047",38.151042,-93.583273
"29_185_20128",38.046456,-93.783299
"29_203_20240",37.194784,-91.30777
"29_215_20177",37.560929,-92.206319
"29_215_20013",37.48324,-92.098252
"29_215_20029",37.559252,-92.021689
"29_213_20009",36.70287,-93.088025
"29_209_20059",36.69095,-93.565419
"29_93_20212",37.715177,-90.860884
"29_93_20213",37.619728,-90.910044
"29_93_20214",37.633266,-91.079333
"29_67_20067",36.890568,-92.141924
"29_207_20208",37.023894,-90.125398
"29_223_20003",36.954051,-90.460746
"29_93_20073",37.562719,-90.576966
"29_91_20092",36.983196,-92.066897
"29_91_20049",36.871955,-92.074206
"29_93_29024",37.672562,-90.928735
"29_213_20201",36.747889,-92.887304
"29_213_29011",36.809938,-92.949723
"29_213_20098",36.688709,-92.938606
"29_215_20139",37.53378,-92.037424
"22_69_90084",31.53,-93.14
"29_23_20021",36.862008,-90.643054
"29_93_20001",37.718009,-90.961549
"22_119_90014",32.75,-93.25
"22_69_90108",31.5,-93.17
"29_93_29010",37.673707,-91.055231
"29_93_20018",37.650998,-90.802124
"29_93_29014",37.627105,-91.138694
"22_115_90093",31.31,-93.28
"22_115_90053",30.97,-93.08
"22_115_90059",31.03,-93.14
"29_123_20067",37.497929,-90.431708
"29_169_20062",37.669711,-92.207796
"29_213_20102",36.711911,-92.832674
"29_149_20206",36.828224,-91.304446
"29_149_20207",36.748901,-91.190705
"29_149_20208",36.684437,-91.21784
"29_149_20130",36.767461,-91.272184
"29_149_20062",36.82817,-91.37881
"29_149_20007",36.826102,-91.454907
"29_149_20173",36.874425,-91.440882
"29_161_20216",37.88542,-91.896568
"29_161_20094",37.786386,-91.993904
"29_167_20104",37.777118,-93.379756
"29_221_20052",37.765094,-90.962371
"29_207_20053",36.938329,-89.831573
"29_207_20356",36.960768,-90.20341
"29_209_20026",36.650691,-93.555286
"29_223_20085",37.095054,-90.576808
"29_65_20210",37.616017,-91.213961
"29_65_20082",37.472601,-91.318848
"55_63_32",43.94,-91.34
"45_1_49",34.147817,-82.678978
"45_1_19",34.078077,-82.403197
"45_73_87",34.948847,-83.118025
"45_73_34",34.798919,-83.173225
"55_43_206",42.69,-90.95
"55_23_117",43.08,-91.17
"45_59_90100",34.486852,-82.009789
"55_113_229",46.15,-91.43
"55_109_9",45.13,-92.74
"45_73_90056",35.002471,-83.055842
"45_71_90075",34.417437,-81.464432
"55_23_91",43.12,-91.17
"45_59_90103",34.476368,-81.727682
"55_23_3",43.4,-91.2
"22_119_90028",32.72,-93.31
"22_43_90030",31.67,-92.53
"22_43_90004",31.44,-92.36
"22_85_90005",31.42,-93.33
"22_127_90107",32.14,-92.89
"42_99_9001",40.406766,-77.292579
"42_83_1020",41.80562,-78.88865
"42_83_1022",41.80562,-78.74975
"42_83_1024",41.75006,-78.91642
"42_83_1025",41.75006,-78.86087
"42_83_1026",41.75006,-78.74975
"42_83_1027",41.75006,-78.72197
"42_83_1028",41.75006,-78.72197
"42_83_1029",41.75006,-78.63864
"42_83_1030",41.72228,-78.63864
"42_83_1031",41.72228,-78.80531
"42_83_1032",41.72228,-78.72197
"42_83_1033",41.72228,-78.69419
"42_83_1034",41.69451,-78.80531
"42_83_1035",41.69451,-78.83309
"42_83_1036",41.69451,-78.88865
"42_83_1037",41.69451,-78.88865
"42_83_1038",41.69451,-78.91642
"42_83_1039",41.63895,-78.9442
"42_83_1040",41.63895,-78.88865
"42_83_1041",41.91673,-78.77753
"42_83_1042",41.91673,-78.91643
"42_83_1043",41.61117,-78.86087
"42_83_1044",41.83339,-78.83309
"42_83_1045",41.86117,-78.77753
"42_83_1046",41.66673,-78.88865
"42_83_1047",41.69451,-78.9442
"42_83_1048",41.80562,-78.9442
"42_83_9002",41.801032,-78.579739
"29_65_20207",37.681063,-91.189898
"29_65_20208",37.466155,-91.27176
"42_53_1007",41.58339,-79.27754
"42_53_1008",41.58339,-79.19421
"42_53_1009",41.58339,-79.11087
"42_53_1010",41.55562,-78.97198
"42_53_1011",41.55562,-79.19421
"42_53_1012",41.55562,-79.13865
"42_53_1013",41.55562,-79.11087
"42_53_1014",41.55562,-79.08309
"42_53_1015",41.55562,-79.08309
"42_53_1016",41.55562,-79.05532
"42_53_1017",41.52784,-78.99976
"42_53_1018",41.52784,-78.99976
"42_53_1019",41.52784,-79.08309
"42_53_1020",41.52784,-79.08309
"42_53_1021",41.52784,-79.11087
"42_53_1022",41.52784,-79.11087
"42_53_1023",41.52784,-79.3331
"42_53_1024",41.50006,-79.41644
"42_53_1025",41.50006,-79.30532
"42_53_1026",41.50006,-79.24977
"42_53_1027",41.50006,-79.19421
"42_53_1028",41.50006,-79.24977
"42_53_1029",41.50006,-79.24977
"42_53_1030",41.47228,-79.24977
"42_53_1031",41.47228,-79.22199
"42_53_1032",41.47228,-79.19421
"42_53_1033",41.47228,-79.11087
"42_53_1034",41.44451,-79.08309
"42_53_1035",41.47228,-78.99976
"42_53_1036",41.47228,-78.97198
"42_53_1037",41.44451,-78.99976
"42_53_1038",41.38895,-79.11087
"42_53_1041",41.55562,-78.97198
"42_53_1001",41.61117,-79.19421
"42_53_1002",41.61117,-79.24977
"42_53_1003",41.61117,-79.11087
"42_53_1004",41.61117,-79.0831
"42_53_1005",41.58339,-79.02754
"42_53_1006",41.58339,-79.30532
"42_53_1042",41.36117,-79.11087
"42_53_1043",41.50006,-78.97198
"42_53_1044",41.52784,-79.41644
"42_53_1999",41.50006,-79.13865
"42_83_1001",41.97228,-78.77753
"42_83_1004",41.94451,-78.83309
"42_83_1005",41.94451,-78.86087
"42_83_1007",41.91673,-78.83309
"42_83_1008",41.91673,-78.86087
"42_83_1009",41.91673,-78.77753
"42_83_1010",41.88895,-78.86087
"42_83_1011",41.86117,-78.77753
"42_83_1013",41.86117,-78.91643
"42_83_1014",41.83339,-78.88865
"42_83_1015",41.8334,-78.72197
"42_83_1016",41.8334,-78.66642
"42_83_1017",41.8334,-78.72197
"42_83_1018",41.80562,-78.74975
"42_47_1001",41.61117,-78.9442
"42_47_1002",41.61117,-78.91642
"42_47_1003",41.61117,-78.88865
"42_47_1004",41.58339,-78.86087
"42_47_1005",41.58339,-78.86087
"42_47_1006",41.58339,-78.80531
"42_47_1008",41.55562,-78.91642
"42_47_1009",41.55562,-78.88864
"42_47_1010",41.55562,-78.74975
"42_47_1011",41.55562,-78.74975
"42_47_1012",41.55562,-78.74975
"42_47_1013",41.55562,-78.80531
"42_47_1014",41.52784,-78.80531
"42_47_1015",41.52784,-78.86087
"42_47_1016",41.52784,-78.9442
"42_47_1017",41.55562,-78.9442
"42_47_1018",41.50006,-78.9442
"42_47_1019",41.50006,-78.91642
"42_47_1020",41.52784,-78.86087
"42_47_1021",41.50006,-78.86087
"42_47_1022",41.50006,-78.86087
"42_47_1023",41.50006,-78.86087
"42_47_1024",41.50006,-78.86087
"42_47_1025",41.50006,-78.77753
"42_47_1026",41.47228,-78.80531
"42_47_1027",41.47228,-78.83309
"42_47_1028",41.44451,-78.86087
"42_47_1029",41.44451,-78.83309
"42_47_1030",41.44451,-78.80531
"42_47_1031",41.41673,-78.77753
"42_47_1032",41.41673,-78.83309
"42_47_1033",41.41673,-78.88864
"42_47_1034",41.41673,-78.91642
"42_47_1035",41.41673,-79.05532
"42_47_1036",41.36117,-79.02754
"42_47_1037",41.36117,-78.99976
"42_47_1038",41.38895,-78.91642
"42_95_9001",40.752551,-75.329912
"42_95_9002",40.752551,-75.329912
"42_47_1039",41.38895,-78.91642
"42_47_1041",41.38895,-79.02754
"42_11_65",40.38898,-76.05522
"42_117_9001",41.77197,-77.242229
"42_21_9001",40.484487,-78.703245
"42_91_9001",40.211896,-75.355861
"42_1_9001",39.894767,-77.213493
"42_75_32",40.47231,-76.52746
"42_41_9001",40.136687,-77.242805
"42_119_35",41.11119,-76.88858
"42_107_9001",40.722656,-76.229623
"42_117_77",41.86118,-77.19414
"42_133_9001",39.972985,-76.687826
"42_111_9001",40.003402,-79.037984
"42_51_99",39.75008,-79.38865
"42_115_9001",41.820346,-75.804637
"42_103_60",41.16676,-74.8885
"42_89_9001",41.033755,-75.307981
"42_89_9002",41.033755,-75.307981
"42_29_9001",39.983226,-75.748055
"42_25_9001",40.934739,-75.735771
"42_25_9002",40.934739,-75.735771
"42_35_9001",41.220635,-77.618533
"42_33_9001",40.989155,-78.422348
"42_79_9001",41.164616,-75.960157
"42_53_9001",41.475896,-79.239125
"42_11_9001",40.407173,-75.984902
"42_123_1001",41.83339,-78.9442
"42_123_1002",41.83339,-79.05532
"42_123_1003",41.80562,-79.22199
"42_123_1004",41.80562,-79.0831
"42_123_1005",41.80562,-79.05532
"42_123_1006",41.80562,-78.97198
"42_123_1007",41.77784,-78.97198
"42_123_1008",41.77784,-79.13865
"42_123_1009",41.77784,-79.13865
"42_123_1010",41.77784,-79.19421
"42_123_1011",41.77784,-79.24977
"42_123_1012",41.77784,-79.24977
"42_123_1013",41.75006,-79.22199
"42_123_1014",41.75006,-79.24977
"42_123_1015",41.75006,-79.24977
"42_123_1016",41.72228,-79.02754
"42_123_1017",41.72228,-79.11088
"42_123_1018",41.72228,-78.97198
"42_123_1019",41.69451,-78.9442
"42_123_1020",41.69451,-78.99976
"42_123_1021",41.6945,-79.30532
"42_123_1022",41.6945,-79.22199
"42_123_1024",41.6945,-79.3331
"42_123_1025",41.66673,-79.3331
"42_123_1026",41.66673,-79.36088
"42_123_1028",41.6945,-79.24977
"42_123_1029",41.66673,-79.11087
"42_123_1030",41.66673,-79.0831
"42_123_1031",41.66673,-78.97198
"42_123_1032",41.63895,-79.11087
"42_123_1033",41.66673,-79.19421
"42_123_1034",41.63895,-79.22199
"42_123_1035",41.63895,-79.24977
"42_123_1036",41.61117,-79.36088
"42_123_1037",41.63895,-79.13865
"42_75_50",40.47231,-76.52746
"42_75_9001",40.375404,-76.414758
"42_83_1019",41.80562,-78.88865
"42_77_9001",40.602919,-75.612698
"42_47_1042",41.50006,-78.80531
"42_47_1043",41.38895,-79.02754
"42_47_1044",41.38895,-78.77753
"42_47_1045",41.58339,-78.88865
"42_47_1999",41.52784,-78.86087
"42_47_9001",41.415878,-78.665058
"42_47_9002",41.415878,-78.665058
"42_47_9003",41.415878,-78.665058
"42_129_9001",40.36023,-79.439762
"42_129_9002",40.36023,-79.439762
"42_39_9001",41.665981,-80.065748
"42_39_9002",41.665981,-80.065748
"42_123_2406",41.67137,-79.11191
"42_53_2870",41.50145,-79.05384
"42_53_2279",41.50927,-79.23582
"42_83_2679",41.71112,-78.93923
"42_123_2571",41.82095,-79.06325
"42_123_2785",41.73843,-79.11853
"42_61_4763",40.359451,-78.096075
"42_61_18",40.38896,-78.0275
"42_43_9001",40.389865,-76.782226
"42_55_52",40.02787,-77.74971
"42_63_4747",40.460836,-79.228716
"42_85_9001",41.28107,-80.259562
"42_85_9002",41.28107,-80.259562
"42_83_4996",41.989064,-78.766845
"42_83_5688",41.923639,-78.788808
"42_83_3804",41.7745,-78.863857
"42_83_3455",41.760575,-78.710916
"42_83_3075",41.628,-78.856085
"42_83_4244",41.848402,-78.836018
"42_83_3057",41.674104,-78.902392
"42_63_9001",40.640107,-79.129445
"42_5_9002",40.847847,-79.451576
"42_63_124",40.44451,-79.22198
"42_61_2210",40.37747,-78.1375
"42_49_9001",42.059647,-80.064705
"42_49_9002",42.059647,-80.064705
"42_61_2079",40.29779,-78.17794
"42_123_2066",41.82471,-79.23153
"42_123_2671",41.75976,-79.24526
"42_123_2358",41.66832,-79.30481
"42_123_2717",41.63236,-79.37352
"42_53_2399",41.51401,-79.42736
"42_61_126",40.36119,-78.13862
"42_61_159",40.33341,-78.11084
"42_61_161",40.33341,-78.11084
"42_47_2819",41.50503,-78.85582
"42_47_2425",41.41149,-78.91708
"42_47_2094",41.41328,-78.76365
"42_47_2232",41.57157,-78.843
"42_55_9001",40.004921,-77.776294
"42_55_89",39.97231,-77.66638
"42_55_122",40.05564,-77.66638
"42_55_124",40.02787,-77.69416
"42_75_4696",40.482898,-76.530791
"42_63_184",40.48429,-79.308
"42_55_2264",40.05729,-77.67398
"42_5_9001",40.847847,-79.451576
"29_85_20067",38.017694,-93.331084
"29_169_20053",37.827991,-92.321316
"29_221_20166",37.906766,-91.020641
"29_203_29009",36.909407,-91.336423
"29_35_20215",36.990397,-90.786987
"29_105_20074",37.666082,-92.333638
"29_105_20059",37.487236,-92.361266
"29_23_20009",36.846832,-90.405451
"29_9_20061",36.506005,-93.875383
"29_9_20224",36.668938,-93.651347
"29_65_20154",37.486325,-91.267427
"29_65_20157",37.64762,-91.246556
"29_91_29002",36.899367,-91.953343
"29_223_20231",36.996385,-90.454577
"29_223_20136",37.063062,-90.511793
"29_223_20120",37.066884,-90.667267
"29_203_20143",37.115018,-91.077346
"29_203_20185",37.398985,-91.582651
"29_221_20099",37.837095,-90.87779
"29_221_20001",37.829837,-91.047586
"29_43_20068",36.816386,-93.06061
"29_43_20172",36.885657,-92.997502
"29_161_20219",37.687205,-92.009393
"29_161_29010",37.75456,-91.820043
"29_161_29012",37.841763,-91.944342
"29_23_20218",36.913171,-90.668818
"29_55_20019",37.785376,-91.245962
"29_55_20088",37.736935,-91.228935
"29_55_20098",37.967285,-91.294325
"29_35_20042",36.827062,-90.923004
"29_35_20074",36.899925,-91.173534
"29_35_29001",36.90358,-90.703342
"29_35_20016",36.893173,-91.023076
"29_223_20242",37.030713,-90.29072
"29_223_20246",36.96032,-90.307641
"29_15_20167",38.355249,-93.488944
"29_67_20040",36.957409,-92.262104
"29_43_20216",36.864683,-93.000642
"29_39_20025",37.589208,-93.760695
"29_23_20030",36.906187,-90.453042
"29_43_20207",36.938897,-92.942752
"29_43_20210",36.9312,-93.134853
"29_43_20212",36.82606,-93.143648
"29_145_20148",36.762536,-94.390691
"29_91_20328",36.935511,-92.037418
"29_91_20329",36.833937,-92.085215
"29_91_20184",36.915834,-92.011864
"29_91_20015",36.870664,-91.969363
"29_91_20286",36.773086,-92.066703
"29_89_20214",39.122372,-92.913273
"29_55_20160",37.714369,-91.261541
"29_35_20204",36.849464,-91.213883
"29_35_20212",36.93942,-90.98732
"29_9_20238",36.649579,-93.711082
"29_9_20244",36.725963,-93.61569
"29_9_20198",36.560252,-93.858476
"29_27_20215",38.869928,-92.07467
"29_27_20018",38.729327,-92.16256
"29_27_20165",38.80888,-92.086501
"29_15_20028",38.172726,-93.423741
"29_35_29013",36.940091,-91.020109
"29_35_20020",36.879055,-91.060593
"29_35_20056",36.915843,-91.221132
"29_35_29015",36.831593,-91.146436
"29_35_29002",36.964422,-90.745419
"29_93_20225",37.691627,-90.972396
"29_67_20181",36.853169,-92.134431
"29_35_20241",36.866864,-91.071985
"42_47_512",41.50207,-78.78803
"42_47_1441",41.41519,-78.83598
"42_47_374",41.44375,-78.98725
"29_203_20132",36.965185,-91.296954
"29_203_20080",37.347102,-91.203872
"29_207_20360",37.015951,-90.137765
"22_127_90054",31.75,-92.64
"22_115_90077",30.97,-93.17
"29_179_20062",37.51191,-91.179305
"29_149_20114",36.795001,-91.335898
"29_149_20036",36.729066,-91.249816
"29_149_29030",36.87537,-91.347179
"29_15_20130",38.323195,-93.446005
"29_179_20047",37.448821,-91.000798
"29_179_20201",37.522782,-90.97767
"29_179_29003",37.600722,-90.955432
"29_181_20002",36.794018,-91.067552
"29_181_20053",36.716972,-91.074155
"29_181_20118",36.68345,-90.951128
"22_115_90092",31.363909,-93.289136
"22_15_90024",32.72,-93.5
"22_127_90037",31.81,-92.53
"29_223_20257",37.089566,-90.37014
"29_223_20258",37.107023,-90.480789
"29_223_20259",37.022592,-90.364174
"29_23_20109",36.861781,-90.462063
"29_169_20219",37.697764,-92.051851
"29_23_20230",36.895943,-90.297837
"42_89_5022",40.917523,-75.239079
"42_63_5988",40.436089,-79.241649
"22_43_90018",31.5,-92.42
"22_69_90083",31.5,-93.14
"22_115_90115",31.116431,-93.214193
"22_127_90088",32.06,-92.83
"42_83_856",41.70879,-78.80261
"42_83_1150",41.86883,-78.90672
"42_83_1347",41.94056,-78.85434
"42_83_434",41.77213,-78.91042
"42_83_1308",41.77785,-78.73935
"22_43_90041",31.61,-92.58
"22_127_90114",32.03,-92.81
"22_127_90799",31.948313,-92.636501
"22_115_90074",31.11,-93.17
"22_115_90085",31.11,-93.22
"22_69_90077",31.53,-93.08
"22_127_90095",31.75,-92.83
"22_119_90063",32.83,-93.47
"29_123_20239",37.533625,-90.518132
"29_123_20240",37.478972,-90.53929
"29_123_20241",37.415306,-90.428585
"22_69_90045",31.42,-93.03
"22_127_90039",31.83,-92.58
"22_127_90105",31.92,-92.42
"29_105_20227",37.644695,-92.31804
"42_83_5036",41.758863,-78.658487
"42_83_3682",41.711179,-78.886461
"42_83_5355",41.940083,-78.909614
"42_83_4722",41.873571,-78.788721
"42_47_34",41.57386,-78.89786
"42_47_612",41.56856,-78.74855
"22_69_90047",31.494049,-93.028897
"42_103_2096",41.31295,-74.81195
"22_43_90020",31.44,-92.47
"22_127_90106",32.11,-92.89
"22_79_90097",31.03,-92.61
"22_69_90109",31.44,-93.17
"42_53_1496",41.60288,-79.0185
"42_53_411",41.54714,-79.06853
"42_53_552",41.48962,-79.24412
"42_53_1743",41.47314,-79.08976
"22_127_90094",31.81,-92.83
"22_127_90071",31.89,-92.72
"22_43_90033",31.53,-92.53
"22_69_90040",31.494402,-92.971519
"22_115_90082",30.97,-93.22
"22_65_90049",32.33,-91.33
"22_119_90062",32.81,-93.47
"42_55_1139",40.01997,-77.70245
"45_39_90002",34.527345,-81.413557
"45_71_90028",34.41495,-81.698674
"45_65_90050",33.719731,-82.22137
"45_73_90021",34.809939,-83.162527
"45_77_90914",34.693332,-82.838785
"45_87_90048",34.71947,-81.610324
"19_135_90",40.98,-92.9
"45_87_90039",34.535063,-81.637795
"45_23_90006",34.696505,-81.443068
"19_179_80",40.99,-92.41
"45_1_90018",34.057473,-82.603297
"45_73_90057",35.000602,-83.058562
"45_71_90105",34.503925,-81.641323
"45_65_90034",33.808324,-82.282655
"19_185_58",40.8,-93.11
"19_101_66",40.92,-92.16
"19_153_129",41.83,-93.76
"19_153_130",41.81,-93.81
"19_153_131",41.81,-93.73
"19_153_132",41.8,-93.78
"19_153_133",41.8,-93.74
"19_153_134",41.79,-93.78
"19_153_135",41.77,-93.71
"19_153_136",41.73,-93.72
"19_153_137",41.55,-93.71
"19_153_138",41.74,-93.69
"19_153_139",41.69,-93.69
"19_15_85",42,-93.87
"19_57_94",40.85,-91.37
"19_53_115",40.62,-93.62
"19_53_117",40.65,-93.84
"19_53_118",40.61,-93.75
"19_99_172",41.77,-92.84
"19_99_173",41.74,-92.85
"12_45_35",29.885789,-85.244418
"12_83_4",29.432857,-81.810193
"12_129_83",30.233006,-84.550796
"12_129_35",30.150246,-84.45444
"12_83_39",29.357264,-81.849721
"12_73_78",30.312305,-84.692378
"12_77_95",30.158232,-84.736622
"12_77_12",30.140161,-85.017075
"12_91_8",30.578466,-86.457948
"12_77_98",30.210252,-84.852359
"12_75_87",29.278107,-83.023575
"12_129_7",30.048796,-84.460749
"12_83_188",29.296722,-81.872474
"12_91_55",30.564465,-86.732387
"12_131_33",30.483162,-86.353027
"12_69_127",28.983175,-81.553911
"12_87_92",25.748477,-81.082781
"12_63_46",30.743944,-84.935509
"12_113_2",30.478107,-86.896242
