"","plot_ID","LAT","LON"
"212","54_75_2023",38.31295,-80.14655
"213","54_75_2024",38.58869,-79.73406
"214","54_75_2059",38.21389,-80.21121
"215","54_75_2161",38.24153,-80.16981
"216","54_75_2164",38.2206,-80.34629
"217","54_75_2169",38.42355,-80.14744
"218","54_75_2235",38.25852,-80.22563
"219","54_75_2249",38.50065,-79.84954
"220","54_75_2250",38.18394,-80.27288
"221","54_75_2295",38.2858,-79.85727
"222","54_75_2323",38.43984,-79.9337
"223","54_75_2351",38.31261,-80.2798
"224","54_75_2512",38.45226,-79.8493
"225","54_75_2477",38.14914,-80.30277
"226","54_75_2491",38.25016,-80.32324
"227","54_75_2500",38.59262,-79.74647
"228","54_83_570",38.76429,-79.8389
"229","54_83_687",38.78366,-79.78974
"230","54_83_693",38.79009,-79.6831
"231","54_83_806",38.64998,-79.8952
"232","54_83_854",38.5925,-79.85693
"233","54_83_992",38.68424,-79.72084
"234","54_83_1083",38.94496,-79.6895
"235","54_83_1109",38.61559,-79.84845
"236","54_83_1402",38.82287,-79.63849
"237","54_83_1421",38.75371,-79.69302
"238","54_83_1454",38.70913,-79.84133
"239","54_83_1458",38.79043,-79.65033
"240","54_27_2028",39.13325,-78.52391
"241","54_83_1783",38.5806,-79.98756
"242","54_83_1803",38.56623,-79.9314
"243","54_83_1918",38.75247,-79.89851
"244","54_83_2038",38.71751,-79.72723
"245","54_83_2066",38.91742,-79.77383
"246","54_83_2067",38.68444,-79.88874
"247","54_83_2115",38.98386,-79.5919
"248","54_83_2222",38.84525,-79.67942
"249","54_83_2276",38.59154,-79.90478
"250","54_83_2332",38.71812,-79.61009
"251","54_83_2392",38.74761,-79.7338
"252","54_83_2428",38.88834,-79.64631
"253","54_83_2473",38.95616,-79.72712
"254","54_83_2497",38.52676,-79.96509
"255","54_25_509",38.23974,-80.40925
"256","54_25_865",37.88988,-80.30588
"257","54_25_125",38.02961,-80.17942
"258","54_31_229",38.9833,-78.60565
"259","54_31_395",38.91508,-78.8165
"260","54_31_990",39.05055,-78.56538
"261","54_31_1316",39.09094,-78.51591
"262","54_31_1361",38.97748,-78.65252
"263","54_31_1366",38.96895,-78.76571
"264","54_93_43",39.04281,-79.35629
"265","54_93_218",38.99543,-79.33757
"266","54_93_238",39.02162,-79.62943
"267","54_93_424",39.13247,-79.64445
"268","54_93_569",39.08258,-79.72319
"269","54_93_668",39.12557,-79.74624
"270","54_93_824",39.01572,-79.68021
"271","54_93_857",39.05601,-79.52761
"272","54_93_887",39.1866,-79.6376
"273","54_31_1618",39.04581,-78.66132
"274","54_31_1695",39.01964,-78.60276
"275","54_31_2154",39.01725,-78.71111
"276","54_31_2466",38.9483,-78.753
"277","54_93_1415",39.1632,-79.60517
"278","54_93_1962",39.05661,-79.68613
"279","54_93_2126",39.10187,-79.44441
"280","54_93_2147",39.0846,-79.48026
"281","54_93_2493",39.10248,-79.54689
"282","54_25_1173",37.91519,-80.16587
"283","54_25_1274",38.01869,-80.01652
"284","54_25_1285",38.04111,-80.06303
"285","54_25_1303",37.98206,-80.1744
"286","54_25_1331",37.84504,-80.20607
"287","54_25_1389",37.89939,-80.26409
"288","54_25_1561",38.04554,-79.97063
"289","54_25_1597",37.96013,-80.10486
"290","54_25_1716",37.92748,-80.27386
"291","54_25_2137",37.96048,-80.24983
"292","54_101_314",38.30584,-80.40876
"293","54_77_1491",39.22174,-79.50409
"294","54_77_1849",39.23416,-79.54327
"295","54_83_15",38.68632,-79.94361
"296","54_83_53",38.78359,-79.51551
"297","54_83_116",38.72357,-79.80981
"298","54_83_214",38.74595,-79.76662
"299","54_83_260",38.74706,-79.5621
"300","54_83_265",38.69908,-79.66858
"301","54_83_340",39.01075,-79.76702
"302","54_83_343",38.64822,-79.97212
"303","54_101_517",38.3664,-80.38848
"304","54_101_689",38.26588,-80.36818
"305","54_101_705",38.34238,-80.33801
"306","54_101_963",38.38051,-80.46146
"307","54_101_1081",38.36698,-80.31368
"308","54_101_1632",38.32816,-80.45013
"309","54_101_1753",38.47296,-80.21037
"310","54_101_1823",38.29043,-80.44937
"311","54_101_2201",38.3411,-80.49918
"312","54_101_2438",38.41347,-80.44148
"313","54_101_2463",38.3061,-80.50407
"314","54_71_165",38.74035,-79.08451
"315","54_71_261",38.77886,-79.47801
"316","54_71_494",38.42272,-79.3472
"317","54_71_525",38.66696,-79.12637
"318","54_71_583",38.85622,-79.27359
"319","54_71_822",38.85692,-79.33021
"320","54_71_904",38.74822,-79.514
"321","54_71_999",38.94851,-79.34568
"322","54_71_1141",38.9213,-79.39752
"323","54_71_1163",38.48743,-79.25892
"324","54_71_1176",38.81787,-79.31343
"325","54_71_1217",38.63443,-79.18478
"326","54_71_1228",38.5284,-79.25921
"327","54_71_1326",38.87401,-79.49238
"328","54_71_1349",38.7297,-79.5511
"329","54_71_1729",38.61697,-79.54339
"330","54_71_1765",38.65505,-79.60938
"331","54_71_1785",38.52157,-79.21044
"332","54_71_2071",38.57453,-79.18461
"333","54_71_2120",38.71708,-79.50909
"334","54_71_2297",38.55834,-79.2114
"335","54_71_2314",38.58761,-79.59735
"336","54_71_2425",38.89175,-79.43573
"337","54_75_84",38.64466,-79.81616
"338","54_75_85",38.25184,-79.9816
"339","54_75_88",38.61395,-79.65211
"340","54_75_121",38.69122,-79.76737
"341","54_75_155",38.05325,-80.22904
"342","54_75_200",38.42304,-79.77279
"343","54_75_202",38.33925,-80.1789
"344","54_75_212",38.25681,-80.01403
"345","54_75_329",38.41972,-79.90346
"346","54_75_349",38.13296,-80.09877
"347","54_75_398",38.3907,-80.0855
"348","54_75_449",38.62504,-79.72922
"349","54_75_470",38.30453,-80.23567
"350","54_75_596",38.54531,-79.76923
"351","54_75_777",38.12228,-80.04121
"352","54_75_793",38.17143,-80.09031
"353","54_75_1103",38.61687,-79.81014
"354","54_75_1144",38.20718,-80.33275
"355","54_75_1281",38.29098,-80.32764
"356","54_75_1340",38.38547,-80.1933
"357","54_75_1341",38.08998,-80.06012
"358","54_75_1379",38.38543,-79.76172
"359","54_75_1463",38.09229,-79.98107
"360","54_75_1495",38.45364,-80.13652
"361","54_75_1725",38.42445,-79.72916
"362","54_75_1747",38.09367,-80.02745
"363","54_75_1763",38.48876,-79.93403
"364","54_75_1788",38.22711,-80.26621
"365","54_75_1815",38.17197,-80.33964
"366","54_75_1871",38.28305,-80.26038
"367","54_75_1903",38.52241,-79.90731
"368","54_75_1915",38.45785,-79.72385
"369","54_23_292",39.04816,-79.28731
"370","54_23_2064",39.00963,-79.30286
"371","54_23_2193",38.93478,-79.27858
"372","54_23_2282",38.96556,-79.24688
"373","37_99_38",35.339782,-83.09448
"374","37_99_46",35.345151,-83.018773
"375","37_99_40",35.035319,-83.037893
"376","37_99_16",35.329852,-83.333153
"377","37_99_28",35.406884,-83.238381
"378","37_99_44",35.181485,-83.001747
"379","37_99_11",35.339933,-82.986345
"380","39_111_527",39.623611,-81.117924
"381","39_9_1653",39.429136,-82.104494
"382","39_9_2805",39.437047,-82.274581
"383","39_167_2526",39.491472,-81.347312
"384","37_111_31",35.776413,-82.137756
"385","37_111_4",35.817682,-82.128697
"386","37_111_28",35.763144,-82.073232
"387","37_111_18",35.841234,-81.928285
"388","37_175_51",35.204842,-82.800906
"389","37_87_40",35.712234,-83.088571
"390","37_87_4",35.763048,-83.069153
"391","37_87_69",35.71206,-83.010661
"392","37_87_60",35.559968,-82.988772
"393","37_87_62",35.387956,-82.963992
"394","37_87_75",35.688686,-83.033764
"395","37_87_54",35.34613,-82.869122
"396","37_87_43",35.311832,-82.905161
"397","37_87_22",35.395014,-82.836183
"398","37_87_19",35.622873,-83.082022
"399","37_87_1",35.603046,-83.118057
"400","37_87_66",35.666222,-83.133111
"401","37_87_7",35.707444,-83.133279
"402","37_87_55",35.711801,-83.192884
"403","39_87_8041",38.688718,-82.499519
"404","39_167_7351",39.50323,-81.258364
"405","39_167_14072",39.503366,-81.159259
"406","37_21_17",35.451032,-82.72458
"407","37_21_64",35.468953,-82.697383
"408","37_23_48",35.801638,-81.911745
"409","37_23_26",35.885549,-81.787252
"410","37_175_11",35.192592,-82.912833
"411","37_175_43",35.339586,-82.778268
"412","37_175_58",35.296228,-82.772393
"413","37_175_6",35.043293,-82.987262
"414","37_175_35",35.309587,-82.863524
"415","37_89_39",35.415682,-82.691188
"416","37_89_27",35.426118,-82.688786
"417","39_79_12636",38.857255,-82.653225
"418","39_87_12769",38.749616,-82.514215
"419","39_145_13692",38.688322,-82.734113
"420","37_27_28",36.113421,-81.686458
"421","37_89_14",35.353099,-82.642791
"422","39_73_15675",39.525874,-82.231605
"423","37_23_23",35.814946,-81.974401
"424","37_23_27",35.906178,-81.842407
"425","37_23_2",35.863358,-81.885181
"426","37_23_34",35.743231,-81.706971
"427","37_111_32",35.715924,-82.190874
"428","37_111_51",35.774855,-82.103042
"429","37_111_47",35.943079,-81.943303
"430","37_111_52",35.675193,-82.047025
"431","37_111_25",35.667985,-82.248806
"432","39_73_12480",39.433419,-82.371601
"433","37_27_15",35.987872,-81.75594
"434","37_27_39",35.96702,-81.77665
"435","37_27_32",36.087517,-81.687164
"436","37_27_44",36.001233,-81.677066
"437","39_79_12632",38.857462,-82.49169
"438","39_87_15692",38.662756,-82.544333
"439","39_87_12774",38.771036,-82.647898
"440","39_87_12794",38.62014,-82.707186
"441","39_127_1451",39.570134,-82.229698
"442","39_111_7349",39.589046,-81.23446
"443","39_53_8035",38.721896,-82.42091
"444","39_53_8377",38.828428,-82.566529
"445","37_111_20",35.847396,-82.054287
"446","37_113_30",35.213495,-83.703939
"447","37_113_49",35.27134,-83.610357
"448","37_113_12",35.215368,-83.576866
"449","37_113_53",35.195188,-83.552253
"450","37_113_5",35.173681,-83.539778
"451","37_113_7",35.165661,-83.520043
"452","37_113_44",35.015612,-83.51927
"453","37_113_14",35.090507,-83.468838
"454","37_113_23",35.01102,-83.415236
"455","37_113_54",35.032592,-83.347758
"456","37_113_60",35.128494,-83.328564
"457","37_113_52",35.227101,-83.304633
"458","37_113_8",35.022956,-83.279615
"459","37_173_36",35.307455,-83.66236
"460","37_173_42",35.340635,-83.360922
"461","37_173_43",35.31747,-83.676508
"462","37_173_32",35.288911,-83.624636
"463","37_173_10",35.584529,-83.201821
"464","37_173_29",35.615496,-83.248473
"465","37_173_24",35.666841,-83.250891
"466","37_199_23",35.739393,-82.251953
"467","37_199_37",35.852829,-82.23934
"468","37_199_31",35.888413,-82.309931
"469","37_199_49",36.048142,-82.379405
"470","37_173_7",35.626258,-83.299647
"471","37_173_13",35.583016,-83.296547
"472","37_173_33",35.538634,-83.297179
"473","37_173_9",35.579185,-83.35057
"474","37_173_46",35.584328,-83.409268
"475","37_173_12",35.531973,-83.399538
"476","37_173_14",35.493961,-83.459165
"477","37_173_6",35.580455,-83.467891
"478","37_173_17",35.493081,-83.500757
"479","37_173_41",35.486751,-83.572789
"480","37_173_21",35.530679,-83.562257
"481","37_173_18",35.484495,-83.621454
"482","37_173_22",35.495263,-83.683993
"483","37_173_31",35.534306,-83.728232
"484","37_173_34",35.479707,-83.728151
"485","37_173_47",35.534141,-83.780017
"486","37_173_3",35.483127,-83.827323
"487","37_173_23",35.476776,-83.891321
"488","37_173_55",35.483684,-83.494827
"489","37_175_25",35.091,-83.001691
"490","37_175_23",35.260967,-82.879802
"491","37_175_37",35.193168,-82.865579
"492","37_175_33",35.3322,-82.807071
"493","37_175_18",35.295368,-82.816183
"494","37_175_29",35.211477,-82.793037
"495","37_175_32",35.325885,-82.776536
"496","37_39_5",35.187914,-84.29406
"497","37_39_19",35.20995,-84.254231
"498","37_39_34",35.233519,-84.236941
"499","37_39_22",35.272111,-84.023444
"500","37_39_36",35.213984,-84.023902
"501","37_39_38",35.141634,-84.022164
"502","39_167_7168",39.474707,-81.206513
"503","39_127_13398",39.604859,-82.216821
"504","39_53_15655",38.814732,-82.573628
"505","39_167_2907",39.495863,-81.121784
"506","37_75_34",35.288797,-83.721589
"507","37_75_18",35.349101,-83.934015
"508","37_111_23",35.71047,-82.213188
"509","37_115_42",35.851993,-82.701254
"510","37_115_4",35.953141,-82.565709
"511","37_115_40",35.936588,-82.790001
"512","37_115_10",35.858183,-82.831631
"513","37_113_1",35.019451,-83.138628
"514","37_113_25",35.219668,-83.696151
"515","37_113_13",35.184893,-83.59031
"516","37_113_58",35.128779,-83.608011
"517","37_113_21",35.047341,-83.526365
"518","37_113_67",35.071547,-83.445664
"519","37_113_11",35.040446,-83.280947
"520","37_113_34",35.189535,-83.627443
"521","37_113_19",35.029196,-83.244904
"522","37_113_29",35.011739,-83.331716
"523","37_113_37",35.173965,-83.477516
"524","37_113_15",35.013189,-83.486214
"525","37_113_28",35.288567,-83.564819
"526","37_113_48",35.121192,-83.569985
"527","37_115_15",35.897293,-82.865986
"528","37_115_3",35.86949,-82.851446
"529","37_115_31",35.719894,-82.807596
"530","37_115_48",35.89326,-82.805549
"531","37_115_8",35.87739,-82.809513
"532","37_111_29",35.710016,-82.200367
"533","37_121_16",36.098747,-82.223957
"534","37_121_14",36.12438,-82.28204
"535","37_121_23",36.09896,-82.314356
"536","37_75_13",35.339956,-84.00403
"537","37_75_7",35.378386,-83.927
"538","37_75_15",35.23717,-83.884572
"539","37_75_33",35.298054,-83.864863
"540","37_75_1",35.360373,-83.880045
"541","37_75_36",35.396646,-83.806662
"542","37_75_25",35.326359,-83.743158
"543","37_75_21",35.362143,-83.654121
"544","37_75_9",35.380977,-83.619348
"545","37_75_14",35.269536,-83.926799
"546","37_75_19",35.380703,-83.767851
"547","37_39_26",35.175847,-83.983326
"548","37_39_39",35.137181,-83.863956
"549","37_39_41",35.219297,-83.867873
"550","37_39_47",35.149729,-83.815284
"551","37_39_43",35.245388,-83.7803
"552","37_39_59",35.230358,-84.269049
"553","37_39_37",35.245396,-84.12361
"554","37_39_58",35.24181,-84.170675
"555","37_39_4",35.20755,-84.183427
"556","37_39_33",35.230596,-84.187623
"557","37_39_53",35.248128,-84.009763
"558","37_39_27",35.179107,-84.091775
"559","37_43_19",35.029375,-83.566855
"560","37_43_14",35.019882,-83.59786
"561","37_43_6",35.099299,-83.673762
"562","37_43_10",35.103344,-83.816817
"563","37_99_50",35.442048,-83.157004
"564","37_43_28",35.121797,-83.853992
"565","37_43_25",35.08493,-83.694295
"566","37_39_23",35.257033,-84.211253
"567","37_113_75",35.02623,-83.525934
"568","37_111_2",35.776853,-81.970892
"569","37_75_27",35.334669,-83.875393
"570","37_99_31",35.026768,-83.074181
"571","37_173_77",35.652554,-83.289316
"572","37_173_78",35.567192,-83.165273
"573","37_121_8",36.105177,-82.156676
"574","37_199_50",35.881169,-82.278717
"575","37_99_51",35.159383,-83.034002
"576","37_87_88",35.651662,-83.13555
"577","37_173_79",35.560426,-83.322624
"578","37_173_80",35.564177,-83.480068
"579","37_175_54",35.33753,-82.813402
"580","37_27_19",35.935102,-81.768729
"581","21_147_20",36.70773,-84.647467
"582","21_51_7",37.005151,-83.519796
"583","21_51_19",36.988187,-83.627933
"584","21_51_43",37.164761,-83.712985
"585","21_235_20",36.635794,-84.211632
"586","21_147_13",36.613187,-84.676994
"587","21_205_15",38.122145,-83.487485
"588","21_199_9",36.992952,-84.410885
"589","21_205_17",38.108034,-83.427165
"590","21_203_20",37.254218,-84.276103
"591","21_165_9",37.879175,-83.686351
"592","21_125_31",37.017788,-84.212139
"593","21_147_45",36.8673,-84.430139
"594","21_147_43",36.604641,-84.415745
"595","21_51_15",37.011968,-83.670439
"596","21_51_2",37.158663,-83.607071
"597","21_147_39",36.878289,-84.483505
"598","21_235_44",36.909995,-84.285308
"599","21_131_8",37.16321,-83.450851
"600","21_147_6",36.726682,-84.383937
"601","21_109_33",37.387413,-83.98363
"602","21_109_23",37.50667,-83.909886
"603","21_11_25",38.062022,-83.568351
"604","21_147_24",36.823015,-84.410521
"605","21_129_15",37.65117,-83.78821
"606","21_129_13",37.671552,-83.747669
"607","21_199_28",36.957999,-84.449201
"608","21_235_37",36.858271,-84.264431
"609","21_205_24",38.056209,-83.404928
"610","21_165_18",37.842067,-83.553655
"611","21_165_1",37.984494,-83.448138
"612","21_109_8",37.459703,-84.059584
"613","21_51_1",37.066352,-83.579869
"614","21_147_30",36.763823,-84.350315
"615","21_51_3",37.193828,-83.559593
"616","21_125_1",37.069791,-84.216892
"617","21_125_14",37.006892,-84.302501
"618","21_203_11",37.315805,-84.168329
"619","21_203_22",37.225708,-84.31523
"620","21_205_21",38.34906,-83.379451
"621","21_129_6",37.573062,-83.872977
"622","21_147_14",36.736111,-84.492913
"623","21_205_13",38.228921,-83.403251
"624","21_199_20",36.904627,-84.539304
"625","21_109_11",37.376959,-84.082792
"626","21_125_8",37.211126,-84.25592
"627","21_147_4",36.798243,-84.51667
"628","21_235_18",36.795723,-84.297054
"629","21_125_22",36.958423,-84.295064
"630","21_11_22",38.10899,-83.578724
"631","21_131_1",37.261307,-83.475899
"632","21_51_22",36.978778,-83.566625
"633","21_131_31",37.131486,-83.497405
"634","21_131_7",36.928053,-83.397016
"635","21_131_21",36.955236,-83.358933
"636","21_197_1",37.75647,-83.706418
"637","21_203_12",37.2963,-84.221461
"638","21_131_3",37.172812,-83.510585
"639","37_173_89",35.579661,-83.230856
"640","37_175_28",35.385163,-82.725113
"641","37_23_58",35.921347,-81.865791
"642","37_27_51",36.021094,-81.689119
"643","37_75_47",35.42564,-83.891621
"644","37_173_5",35.488379,-83.404056
"645","37_21_90",35.502652,-82.622311
"646","37_87_48",35.403336,-82.875311
"647","37_113_24",35.233676,-83.23918
"648","37_43_8",35.009353,-83.849385
"649","37_175_13",35.306844,-82.75444
"650","37_23_7",35.947242,-81.837378
"651","21_147_28",36.945566,-84.398457
"652","21_147_25",36.790298,-84.456805
"653","37_173_85",35.660119,-83.338279
"654","37_173_86",35.626196,-83.382522
"655","37_121_12",36.098961,-82.105694
"656","37_11_2",36.025442,-81.808867
"657","37_11_9",35.985227,-81.812252
"658","21_199_1",37.054734,-84.322261
"659","21_147_17",36.816305,-84.570209
"660","21_189_5",37.382203,-83.61233
"661","21_205_30",38.287409,-83.477949
"662","21_51_38",37.281021,-83.585108
"663","21_147_34",36.841037,-84.471999
"664","21_205_19",38.182518,-83.383916
"665","21_131_26",37.039999,-83.468327
"666","21_205_3",38.317131,-83.420829
"667","21_165_12",37.988901,-83.66271
"668","21_189_6",37.493334,-83.85403
"669","21_131_19",37.237028,-83.409959
"670","21_131_4",37.081445,-83.477333
"671","21_237_22",37.778636,-83.656225
"672","21_51_49",37.115312,-83.598293
"673","21_165_16",38.013259,-83.564782
"674","21_109_27",37.469367,-83.949199
"675","21_205_57",38.133382,-83.370455
"676","21_51_52",37.187271,-83.673281
"677","21_131_5",37.047076,-83.536755
"678","21_11_31",38.152283,-83.753879
"679","21_199_65",37.02297,-84.362834
"680","21_205_27",38.194141,-83.418142
"681","21_147_16",36.84404,-84.531474
"682","21_199_70",36.972568,-84.358141
"683","21_125_43",37.231702,-84.2059
"684","21_237_11",37.79448,-83.564511
"685","21_147_31",36.892935,-84.371441
"686","21_51_51",37.226393,-83.681877
"687","21_125_41",37.032854,-84.270518
"688","21_175_4",38.042048,-83.358077
"689","21_11_32",38.046746,-83.670331
"690","21_197_13",37.827521,-83.668471
"691","21_235_41",36.738242,-84.29057
"692","21_147_37",36.660977,-84.635955
"693","21_199_53",36.928742,-84.501858
"694","21_147_21",36.691643,-84.587049
"695","21_147_10",36.623995,-84.311784
"696","21_147_19",36.70584,-84.436181
"697","21_237_18",37.799225,-83.612537
"698","21_125_13",37.085936,-84.269364
"699","21_131_17",37.106891,-83.43196
"700","21_237_8",37.768763,-83.599471
"701","21_109_37",37.386541,-84.142573
"702","21_147_44",36.780262,-84.39725
"703","21_147_40",36.886474,-84.328144
"704","21_125_32",37.133249,-84.289922
"705","21_165_7",38.003883,-83.495014
"706","21_125_44",37.164421,-84.243164
"707","21_147_9",36.727147,-84.552364
"708","21_147_22",36.60658,-84.255302
"709","21_51_53",37.040794,-83.641588
"710","21_165_14",37.85297,-83.612224
"711","21_235_31",36.648877,-84.262867
"712","21_51_37",37.1428,-83.556542
"713","21_205_28",38.20309,-83.42819
"714","21_109_1",37.347025,-84.126568
"715","21_109_12",37.42833,-84.098504
"716","21_131_22",37.0359,-83.313824
"717","21_165_5",37.962691,-83.54295
"718","21_147_32",36.64294,-84.741208
"719","21_147_7",36.75632,-84.502939
"720","37_87_80",35.704096,-83.140731
"721","37_173_52",35.483981,-83.774558
"722","37_121_30",36.082633,-82.270155
"723","37_27_24",36.065691,-81.633317
"724","37_39_54",35.103884,-84.177014
"725","37_111_14",35.676326,-82.21144
"726","37_27_29",36.112607,-81.740675
"727","37_43_3",35.139771,-83.775185
"728","37_173_26",35.527376,-83.617247
"729","37_39_62",35.205381,-83.732449
"730","37_113_22",35.208281,-83.453251
"731","37_43_23",35.100354,-83.707861
"732","37_23_59",35.880198,-81.835517
"733","37_87_16",35.75216,-83.011078
"734","37_175_55",35.365038,-82.749125
"735","37_11_27",36.095425,-82.06614
"736","37_27_38",35.913756,-81.698874
"737","37_43_4",35.051592,-83.613691
"738","37_111_60",35.608092,-82.228455
"739","54_83_2066",38.919082,-79.772064
"740","54_83_2067",38.685968,-79.893537
"741","54_83_2276",38.596066,-79.908364
"742","54_83_2497",38.528154,-79.959463
"743","54_93_43",39.04507,-79.356076
"744","54_93_424",39.127548,-79.649741
"745","54_93_857",39.062203,-79.524963
"746","54_93_887",39.17977,-79.648599
"747","54_93_1962",39.061472,-79.685502
"748","54_93_2349",39.211626,-79.604611
"749","54_83_1783",38.578577,-79.988787
"750","54_63_2467",37.471302,-80.478447
"751","54_63_307",37.48312,-80.37951
"752","54_63_2467",37.46916,-80.47232
"753","54_67_888",38.29457,-80.59891
"754","54_67_2232",38.2413,-80.49976
"755","54_67_2268",38.28093,-80.52672
"756","54_67_2232",38.241174,-80.49834
"757","54_25_369",37.838178,-80.215208
"758","54_83_1083",38.947159,-79.688525
"759","54_83_53",38.786219,-79.51465
"760","54_83_260",38.755394,-79.566962
"761","54_83_806",38.648534,-79.897509
"762","54_83_1918",38.751967,-79.900522
"763","54_83_2038",38.72135,-79.718779
"764","54_83_2115",38.987895,-79.603401
"765","54_83_2222",38.845056,-79.689302
"766","54_83_2334",38.728131,-79.887948
"767","54_83_2392",38.749723,-79.723415
"768","54_83_2428",38.883502,-79.642845
"769","54_93_569",39.080466,-79.729596
"770","54_101_517",38.359903,-80.374201
"771","54_101_1632",38.3241,-80.44802
"772","54_83_1402",38.828129,-79.648061
"773","54_83_2332",38.709735,-79.610253
"774","54_101_1081",38.368256,-80.311716
"775","54_101_2463",38.305699,-80.504409
"776","54_25_1303",37.980993,-80.167783
"777","54_25_865",37.888859,-80.302716
"778","54_25_1173",37.908871,-80.168575
"779","54_25_1285",38.038911,-80.065355
"780","54_25_1597",37.963979,-80.103411
"781","54_31_1361",38.994537,-78.651809
"782","54_71_999",38.951219,-79.342868
"783","54_71_1163",38.484473,-79.252272
"784","54_71_1217",38.63753,-79.177367
"785","54_71_2297",38.566482,-79.217429
"786","54_75_84",38.645564,-79.813246
"787","54_75_200",38.418814,-79.763473
"788","54_75_244",38.444934,-80.099014
"789","54_75_349",38.128764,-80.083912
"790","54_75_1903",38.520892,-79.908709
"791","54_75_2024",38.578942,-79.728406
"792","54_75_2164",38.217318,-80.348045
"793","54_75_2295",38.284702,-79.854054
"794","54_75_2323",38.442562,-79.939095
"795","54_93_238",39.028555,-79.6309
"796","54_93_2126",39.106156,-79.448099
"797","54_31_1695",39.020738,-78.603518
"798","54_71_165",38.737298,-79.090339
"799","54_71_681",38.875533,-79.376907
"800","54_71_2071",38.573523,-79.172828
"801","54_75_398",38.399125,-80.092863
"802","54_75_1103",38.61737,-79.813855
"803","54_75_1281",38.289813,-80.330074
"804","54_75_1665",38.456603,-79.993222
"805","54_75_1815",38.161973,-80.342751
"806","54_75_2017",38.512851,-79.683466
"807","54_75_2059",38.210044,-80.21567
"808","54_75_2161",38.246239,-80.165567
"809","54_75_2351",38.314157,-80.285964
"810","54_77_1491",39.223705,-79.501838
"811","54_23_292",39.048854,-79.286348
"812","54_23_2064",39.004354,-79.292388
"813","54_83_15",38.68872,-79.94317
"814","54_83_340",39.02052,-79.774326
"815","54_83_343",38.65603,-79.976383
"816","54_83_854",38.584108,-79.861362
"817","54_83_973",38.902977,-79.668638
"818","54_93_668",39.121769,-79.758576
"819","54_101_963",38.374057,-80.448849
"820","54_27_2028",39.123836,-78.525493
"821","54_31_229",38.977957,-78.604106
"822","54_31_395",38.907026,-78.810062
"823","54_63_307",37.479029,-80.382381
"824","54_63_1177",37.510834,-80.33857
"825","54_67_888",38.285062,-80.599221
"826","54_25_1331",37.851171,-80.208805
"827","54_25_2233",37.925516,-80.308058
"828","54_25_2489",38.002927,-80.132399
"829","54_71_822",38.863596,-79.333559
"830","54_71_1349",38.737088,-79.541971
"831","54_71_1765",38.654548,-79.602993
"832","54_71_1785",38.518347,-79.207819
"833","54_75_85",38.254274,-79.983265
"834","54_75_88",38.61064,-79.659506
"835","54_75_121",38.689604,-79.779527
"836","54_75_155",38.045232,-80.227753
"837","54_75_202",38.33278,-80.175178
"838","54_75_212",38.251771,-80.018622
"839","54_75_329",38.418766,-79.893534
"840","54_75_777",38.124579,-80.046708
"841","54_75_1341",38.096113,-80.059681
"842","54_75_1379",38.38466,-79.751116
"843","54_75_1871",38.287472,-80.276807
"844","54_75_1915",38.44944,-79.72591
"845","54_75_2023",38.316241,-80.141621
"846","54_75_2491",38.254741,-80.325278
"847","54_75_3580",38.580254,-79.80539
"848","54_23_2193",38.938363,-79.280037
"849","54_23_2282",38.965065,-79.23665
"850","54_31_990",39.059702,-78.559991
"851","54_31_2154",39.017696,-78.718577
"852","54_31_2466",38.946162,-78.751848
"853","54_71_494",38.423437,-79.349447
"854","54_71_525",38.661843,-79.133967
"855","54_71_904",38.749373,-79.511265
"856","54_71_1176",38.817638,-79.304882
"857","54_71_1326",38.865727,-79.480196
"858","54_31_1316",39.084262,-78.514568
"859","54_31_1366",38.974959,-78.770551
"860","54_101_314",38.313597,-80.4188
"861","54_101_1823",38.290547,-80.453152
"862","54_25_2489",38.0013,-80.13881
"863","54_25_2514",37.97857,-80.20827
"864","54_25_2233",37.92632,-80.30611
"865","54_25_2330",37.98502,-80.04116
"866","54_71_2425",38.896328,-79.446069
"867","54_75_470",38.310102,-80.236861
"868","54_75_1144",38.200643,-80.320155
"869","54_75_1340",38.385441,-80.200055
"870","54_75_1495",38.451648,-80.149359
"871","54_75_1725",38.415387,-79.728152
"872","54_75_1747",38.092549,-80.023997
"873","54_75_1788",38.237629,-80.263399
"874","54_75_1981",38.350762,-80.237239
"875","54_75_2006",38.648363,-79.766741
"876","54_75_2249",38.494724,-79.864694
"877","54_75_2477",38.150935,-80.300194
"878","54_75_2500",38.595741,-79.758843
"879","54_75_2512",38.449014,-79.862813
"880","54_83_570",38.761152,-79.838991
"881","54_83_693",38.782345,-79.686753
"882","54_83_992",38.685039,-79.730164
"883","54_83_1421",38.750025,-79.691294
"884","54_83_1538",38.519937,-80.145272
"885","54_71_2314",38.591087,-79.598033
"886","54_25_509",38.238189,-80.401557
"887","54_25_1716",37.922129,-80.272181
"888","54_25_2137",37.962506,-80.25252
"889","54_25_2330",37.977964,-80.034044
"890","54_25_2514",37.976096,-80.210197
"891","54_31_1618",39.048138,-78.669919
"892","54_71_583",38.850865,-79.274367
"893","54_71_1228",38.526255,-79.269275
"894","54_71_261",38.787265,-79.490528
"895","54_71_1141",38.911773,-79.396813
"896","54_71_1729",38.623727,-79.548432
"897","54_71_2120",38.711367,-79.515332
"898","54_71_2418",38.465404,-79.316539
