"","plot_ID","LAT","LON"
"124","39_111_15730",39.586087,-81.226444
"125","39_127_2815",39.600749,-82.292386
"126","39_111_511",39.621655,-81.082368
"127","39_87_4677",38.622011,-82.585864
"128","39_73_3185",39.484068,-82.245906
"129","39_127_1162",39.618854,-82.048042
"130","39_111_3424",39.658368,-81.155217
"131","39_87_2263",38.765188,-82.562764
"132","39_167_3191",39.486045,-81.160293
"133","39_87_8391",38.647279,-82.718458
"134","39_87_8054",38.584671,-82.569473
"135","39_127_8297",39.626782,-82.246273
"136","39_87_8394",38.576339,-82.754065
"137","39_73_8306",39.559968,-82.255969
"138","39_167_14076",39.395025,-81.257562
"139","39_127_13404",39.578223,-82.201146
"140","39_87_12792",38.592808,-82.625619
"141","39_9_11693",39.414903,-82.216897
"142","39_53_2780",38.70736,-82.418189
"143","39_87_2049",38.729374,-82.523451
"144","39_145_3125",38.714406,-82.770116
"145","39_121_5629",39.597671,-81.295411
"146","39_87_614",38.632298,-82.544104
"147","39_87_571",38.704834,-82.635558
"148","39_167_3819",39.432901,-81.189539
"149","39_53_361",38.779424,-82.471143
"150","39_111_2349",39.642756,-81.143399
"151","39_167_2121",39.56743,-81.176514
"152","39_127_5693",39.591216,-82.04411
"153","39_9_3039",39.445259,-82.157386
"154","39_111_3233",39.659603,-81.240173
"155","39_127_2746",39.619344,-82.267624
"156","39_145_4087",38.709957,-82.700962
"157","39_121_2759",39.602068,-81.292621
"158","39_167_5386",39.495991,-81.178928
"159","39_167_4441",39.421669,-81.224553
"160","39_53_2769",38.839745,-82.506125
"161","39_87_1349",38.747089,-82.500639
"162","39_87_3919",38.591686,-82.611601
"163","39_111_4244",39.593204,-81.164617
"164","39_9_3882",39.461308,-82.208053
"165","39_163_8639",39.316987,-82.593341
"166","39_73_8322",39.40447,-82.380616
"167","39_87_8381",38.676982,-82.562007
"168","39_73_8307",39.505961,-82.278603
"169","39_87_12767",38.776391,-82.564189
"170","39_127_13401",39.618488,-82.048905
"171","39_167_14051",39.462043,-81.290137
"172","39_145_13694",38.739391,-82.752728
"173","39_87_12793",38.628014,-82.662002
"174","39_127_3899",39.627517,-82.186337
"175","39_9_1903",39.441477,-82.172964
"176","39_111_1027",39.725098,-81.165671
"177","39_87_4283",38.715627,-82.494163
"178","39_9_2639",39.547899,-82.068146
"179","39_73_2719",39.478113,-82.23706
"180","39_87_2361",38.779969,-82.595909
"181","39_87_927",38.652516,-82.622954
"182","39_111_3729",39.697877,-81.161281
"183","39_111_1202",39.591217,-81.021472
"184","39_127_2058",39.562021,-82.226922
"185","39_167_1630",39.445735,-81.252473
"186","39_87_3339",38.83096,-82.592726
"187","39_87_6997",38.761239,-82.619289
"188","39_87_5020",38.68154,-82.662518
"189","39_9_3333",39.41191,-82.20648
"190","39_53_3860",38.785568,-82.456629
"191","39_87_5651",38.721822,-82.671103
"192","39_167_2541",39.538132,-81.099257
"193","39_87_11243",38.659366,-82.538487
"194","39_111_13153",39.610462,-81.159682
"195","39_73_12469",39.486558,-82.181022
"196","39_87_12770",38.732758,-82.541869
"197","39_111_212",39.680757,-81.047422
"198","39_127_592",39.562939,-82.097377
"199","54_83_1109",38.58345,-79.97201
"200","37_175_7",35.279791,-82.77521
"201","37_99_32",35.280239,-82.952939
"202","37_175_19",35.243022,-82.916424
"203","37_75_10",35.361429,-83.994082
"204","37_39_3",35.225639,-83.909055
"205","37_87_18",35.578052,-83.124815
"206","37_173_90",35.502044,-83.866439
"207","37_87_87",35.694078,-83.15084
"208","37_111_63",35.697934,-82.273336
"209","54_75_1981",38.34592,-80.24368
"210","54_75_2006",38.64904,-79.7714
"211","54_75_2017",38.52138,-79.68158
