aet,def,pdsi,pet,pr,ro,soil,srad,swe,tmmn,tmmx,vap,vpd,vs,LAT,LON,plot_ID,system:index
484.3333333333333,0.13279678068410464,106.0,570.25,49.5,3.0,947.25,1529.0,0.0,3.625,132.6,630.9444444444445,41.0,324.53846153846155,46.25743,-94.934,43,42
380.5,0.16984732824427481,133.0,458.6,42.0,3.0,671.8333333333333,1463.9,0.0,-11.25,111.0,598.4285714285714,31.5,330.0,48.04313,-94.8902,44,43
435.0,20.5,138.26666666666668,675.0,41.0,2.0,322.5,1568.4107142857142,0.0,13.0,136.0,662.8888888888889,44.0,434.40909090909093,45.89346,-95.5464,45,44
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.84659,-95.1457,46,45
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.8741,-95.1316,47,46
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.3002,-95.6599,48,47
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.9716,-92.7534,49,48
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.12877,-95.7381,50,49
465.3333333333333,0.04744525547445255,106.88888888888889,496.08333333333337,62.5,3.55297648211661,1181.5714285714287,1430.5714285714287,0.00980392156862745,-13.333333333333334,112.71428571428571,629.0,32.0,416.42857142857144,46.17342,-88.9907,51,50
464.1904761904762,0.0627177700348432,83.45454545454545,491.0,68.5,4.416107382550336,1227.1304347826087,1429.3333333333333,0.0,-9.6,114.28571428571429,618.6,33.0,364.2631578947368,46.70452,-89.4599,52,51
506.25,0.15030060120240482,90.0,547.6666666666666,60.0,4.388571428571429,986.2,1512.25,0.04017857142857143,14.375,120.5,687.3333333333333,37.0,360.64285714285717,45.02498,-84.4055,53,52
548.75,0.07014028056112225,98.83333333333333,608.6964285714286,66.52173913043478,4.396648044692737,954.25,1542.5,0.034482758620689655,16.571428571428573,134.83333333333334,717.4285714285714,40.0,366.75,44.55837,-85.7056,54,53
508.2,0.1311787072243346,131.3,555.5,62.0,4.477707006369426,989.5,1481.1818181818182,0.03917050691244239,6.0,124.375,687.5,34.0,403.5692307692308,45.77105,-87.4347,55,54
465.3333333333333,0.04744525547445255,106.88888888888889,496.08333333333337,62.5,3.55297648211661,1181.5714285714287,1430.5714285714287,0.00980392156862745,-13.333333333333334,112.71428571428571,629.0,32.0,416.42857142857144,46.05698,-88.5576,56,55
464.1904761904762,0.0627177700348432,83.45454545454545,491.0,68.5,4.416107382550336,1227.1304347826087,1429.3333333333333,0.0,-9.6,114.28571428571429,618.6,33.0,364.2631578947368,46.61011,-89.6356,57,56
464.1904761904762,0.0627177700348432,83.45454545454545,491.0,68.5,4.416107382550336,1227.1304347826087,1429.3333333333333,0.0,-9.6,114.28571428571429,618.6,33.0,364.2631578947368,46.83415,-89.351,58,57
465.3333333333333,0.04744525547445255,106.88888888888889,496.08333333333337,62.5,3.55297648211661,1181.5714285714287,1430.5714285714287,0.00980392156862745,-13.333333333333334,112.71428571428571,629.0,32.0,416.42857142857144,46.01222,-88.0702,59,58
391.5,0.14187643020594964,132.57142857142858,602.25,34.5,2.0,241.63636363636363,1507.125,0.0,-3.7142857142857144,123.41666666666666,618.7142857142857,40.0,434.25,47.87177,-96.3582,60,59
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.48196,-95.5615,61,60
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.43545,-95.2607,62,61
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.99641,-93.7739,63,62
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.38704,-93.4372,64,63
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.32778,-95.6645,65,64
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.95443,-95.5911,66,65
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.3117,-95.6125,67,66
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.35892,-95.2288,68,67
435.0,20.5,138.26666666666668,675.0,41.0,2.0,322.5,1568.4107142857142,0.0,13.0,136.0,662.8888888888889,44.0,434.40909090909093,45.40524,-95.1688,69,68
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.65476,-92.9841,70,69
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.38353,-92.9598,71,70
391.5,0.14187643020594964,132.57142857142858,602.25,34.5,2.0,241.63636363636363,1507.125,0.0,-3.7142857142857144,123.41666666666666,618.7142857142857,40.0,434.25,47.61278,-96.0791,72,71
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.09124,-95.6955,73,72
400.3666666666667,0.05458089668615984,140.44444444444446,486.625,45.0,2.0,889.8421052631579,1483.1,0.0,-9.5,115.5,603.2,34.0,322.5833333333333,47.619,-94.9918,74,73
484.3333333333333,0.13279678068410464,106.0,570.25,49.5,3.0,947.25,1529.0,0.0,3.625,132.6,630.9444444444445,41.0,324.53846153846155,46.76209,-94.1994,75,74
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.17793,-93.714,76,75
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.17793,-93.714,77,76
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.13752,-93.1889,78,77
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.44064,-93.2377,79,78
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.83582,-93.1432,80,79
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.55904,-92.6956,81,80
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.73099,-92.6294,82,81
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.53617,-95.9237,83,82
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.53617,-95.9237,84,83
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.08965,-95.7882,85,84
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.30043,-95.8364,86,85
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.19021,-95.5841,87,86
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.74842,-95.3646,88,87
435.0,20.5,138.26666666666668,675.0,41.0,2.0,322.5,1568.4107142857142,0.0,13.0,136.0,662.8888888888889,44.0,434.40909090909093,45.86151,-95.6037,89,88
458.0,0.09846827133479212,123.42857142857143,627.0,44.0,2.0,522.8181818181819,1543.8,0.0,6.555555555555555,128.28571428571428,642.6666666666666,40.0,424.4375,46.01621,-95.3757,90,89
422.0,0.18201284796573874,142.7111111111111,566.1666666666666,37.5,2.0,534.0,1494.1666666666667,0.0,-9.428571428571429,120.66666666666667,607.702380952381,38.0,406.46666666666664,47.70848,-95.0522,91,90
400.3666666666667,0.05458089668615984,140.44444444444446,486.625,45.0,2.0,889.8421052631579,1483.1,0.0,-9.5,115.5,603.2,34.0,322.5833333333333,47.65778,-94.9203,92,91
484.3333333333333,0.13279678068410464,106.0,570.25,49.5,3.0,947.25,1529.0,0.0,3.625,132.6,630.9444444444445,41.0,324.53846153846155,46.1468,-94.9713,93,92
400.3666666666667,0.05458089668615984,140.44444444444446,486.625,45.0,2.0,889.8421052631579,1483.1,0.0,-9.5,115.5,603.2,34.0,322.5833333333333,47.28725,-94.4818,94,93
400.3666666666667,0.05458089668615984,140.44444444444446,486.625,45.0,2.0,889.8421052631579,1483.1,0.0,-9.5,115.5,603.2,34.0,322.5833333333333,47.0808,-94.1674,95,94
400.3666666666667,0.05458089668615984,140.44444444444446,486.625,45.0,2.0,889.8421052631579,1483.1,0.0,-9.5,115.5,603.2,34.0,322.5833333333333,47.45338,-94.0337,96,95
400.3666666666667,0.05458089668615984,140.44444444444446,486.625,45.0,2.0,889.8421052631579,1483.1,0.0,-9.5,115.5,603.2,34.0,322.5833333333333,47.63968,-94.0109,97,96
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.71127,-93.9595,98,97
500.0,0.12025316455696203,107.0,632.5,51.0,3.0,618.1428571428571,1559.0,0.0,13.6875,140.2,662.3636363636364,45.0,346.46666666666664,45.55923,-94.4887,99,98
500.0,0.12025316455696203,107.0,632.5,51.0,3.0,618.1428571428571,1559.0,0.0,13.6875,140.2,662.3636363636364,45.0,346.46666666666664,45.63996,-94.2642,100,99
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.17676,-93.962,101,100
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.169,-93.7885,102,101
538.4,0.10810810810810811,139.27272727272728,722.6666666666666,51.0,3.0,464.625,1606.3333333333333,0.0,22.22222222222222,150.33333333333334,728.0,47.0,428.375,44.34632,-94.5268,103,102
500.0,0.12025316455696203,107.0,632.5,51.0,3.0,618.1428571428571,1559.0,0.0,13.6875,140.2,662.3636363636364,45.0,346.46666666666664,45.27705,-94.2497,104,103
410.0,0.045112781954887216,103.56349206349206,481.25,47.5,3.0,881.4166666666666,1461.7142857142858,0.0,-11.285714285714286,117.33333333333334,588.2,36.0,298.57894736842104,47.12636,-93.4404,105,104
538.4,0.10810810810810811,139.27272727272728,722.6666666666666,51.0,3.0,464.625,1606.3333333333333,0.0,22.22222222222222,150.33333333333334,728.0,47.0,428.375,44.28453,-94.0045,106,105
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.19194,-93.4075,107,106
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.43401,-93.329,108,107
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.58344,-93.4425,109,108
476.8,0.16346153846153846,91.0,552.0,51.0,3.0,1186.375,1514.8333333333333,0.0,-0.33333333333333337,127.70833333333334,627.6666666666666,40.0,300.3333333333333,46.74267,-93.4021,110,109
539.75,0.11255411255411256,122.66666666666667,703.0,53.5,3.0,504.85714285714283,1597.0,0.0,22.555555555555557,149.4857142857143,728.1428571428571,47.0,401.4318181818182,44.18863,-93.7653,111,110
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.03813,-92.4238,112,111
482.8333333333333,0.16544117647058823,109.33333333333333,532.75,57.0,2.5277777777777777,1103.45,1496.888888888889,0.0234192037470726,-0.6000000000000001,126.25,630.4166666666667,39.5,308.6,46.28319,-92.3237,113,112
485.5,0.14647377938517178,115.18181818181819,529.75,59.0,2.5892857142857144,1223.3333333333335,1478.909090909091,0.023529411764705882,-1.6666666666666667,124.25,618.5,38.5,314.45454545454544,46.30722,-91.4119,114,113
483.25,0.03697183098591549,116.9,516.0,62.0,4.492647058823529,1066.142857142857,1475.2,0.0,-1.5,122.57142857142857,642.0,35.0,320.53333333333336,45.87768,-90.8988,115,114
483.25,0.03697183098591549,116.9,516.0,62.0,4.492647058823529,1066.142857142857,1475.2,0.0,-1.5,122.57142857142857,642.0,35.0,320.53333333333336,45.76144,-90.213,116,115
456.75,0.035842293906810034,106.8,500.6666666666667,63.0,4.468085106382978,1022.5,1465.3636363636363,0.0,-3.6666666666666665,120.6,649.0833333333333,34.0,322.6,45.24994,-89.4007,117,116
456.75,0.035842293906810034,106.8,500.6666666666667,63.0,4.468085106382978,1022.5,1465.3636363636363,0.0,-3.6666666666666665,120.6,649.0833333333333,34.0,322.6,45.03096,-89.1332,118,117
508.2,0.1311787072243346,131.3,555.5,62.0,4.477707006369426,989.5,1481.1818181818182,0.03917050691244239,6.0,124.375,687.5,34.0,403.5692307692308,45.53848,-87.8719,119,118
531.3666666666667,0.15145985401459855,119.22916666666666,588.0,60.0,4.448,1255.452380952381,1513.0714285714287,0.0,2.4,136.25,647.25,42.0,314.3333333333333,45.89485,-91.0928,120,119
485.5,0.14647377938517178,115.18181818181819,529.75,59.0,2.5892857142857144,1223.3333333333335,1478.909090909091,0.023529411764705882,-1.6666666666666667,124.25,618.5,38.5,314.45454545454544,46.27455,-91.1273,121,120
456.75,0.035842293906810034,106.8,500.6666666666667,63.0,4.468085106382978,1022.5,1465.3636363636363,0.0,-3.6666666666666665,120.6,649.0833333333333,34.0,322.6,45.03263,-89.2552,122,121
491.42857142857144,0.12267657992565056,131.53846153846155,528.9166666666667,60.0,3.0,987.0,1474.357142857143,0.02127659574468085,-6.0,124.6,667.0,35.0,362.09090909090907,45.998,-88.7465,123,122
491.42857142857144,0.12267657992565056,131.53846153846155,528.9166666666667,60.0,3.0,987.0,1474.357142857143,0.02127659574468085,-6.0,124.6,667.0,35.0,362.09090909090907,45.47026,-88.4491,124,123
466.77777777777777,0.08892921960072596,100.84615384615384,506.0,66.5,4.506756756756757,1153.0,1449.6666666666667,0.004878048780487805,-3.8333333333333335,114.25,619.6666666666666,34.5,348.625,46.36524,-90.6897,125,124
466.77777777777777,0.08892921960072596,100.84615384615384,506.0,66.5,4.506756756756757,1153.0,1449.6666666666667,0.004878048780487805,-3.8333333333333335,114.25,619.6666666666666,34.5,348.625,46.46961,-90.4899,126,125
491.42857142857144,0.12267657992565056,131.53846153846155,528.9166666666667,60.0,3.0,987.0,1474.357142857143,0.02127659574468085,-6.0,124.6,667.0,35.0,362.09090909090907,45.28751,-88.834,127,126
491.42857142857144,0.12267657992565056,131.53846153846155,528.9166666666667,60.0,3.0,987.0,1474.357142857143,0.02127659574468085,-6.0,124.6,667.0,35.0,362.09090909090907,45.28751,-88.834,128,127
491.42857142857144,0.12267657992565056,131.53846153846155,528.9166666666667,60.0,3.0,987.0,1474.357142857143,0.02127659574468085,-6.0,124.6,667.0,35.0,362.09090909090907,45.68671,-88.8668,129,128
491.42857142857144,0.12267657992565056,131.53846153846155,528.9166666666667,60.0,3.0,987.0,1474.357142857143,0.02127659574468085,-6.0,124.6,667.0,35.0,362.09090909090907,45.21597,-88.6852,130,129
529.3333333333334,0.14857142857142858,116.16666666666667,591.0,58.0,3.0,1131.5882352941176,1528.4615384615386,0.0,10.2,138.375,663.75,43.0,308.6,45.66531,-92.2576,131,130
531.3666666666667,0.15145985401459855,119.22916666666666,588.0,60.0,4.448,1255.452380952381,1513.0714285714287,0.0,2.4,136.25,647.25,42.0,314.3333333333333,45.88006,-91.1113,132,131
485.5,0.14647377938517178,115.18181818181819,529.75,59.0,2.5892857142857144,1223.3333333333335,1478.909090909091,0.023529411764705882,-1.6666666666666667,124.25,618.5,38.5,314.45454545454544,46.29572,-91.0044,133,132
483.25,0.03697183098591549,116.9,516.0,62.0,4.492647058823529,1066.142857142857,1475.2,0.0,-1.5,122.57142857142857,642.0,35.0,320.53333333333336,45.84214,-90.6238,134,133
577.5,0.17647058823529413,162.125,655.4166666666667,62.416666666666664,4.4156626506024095,834.8333333333334,1573.75,0.0,20.5,150.8,743.0,46.0,330.6363636363636,43.43635,-90.3087,135,134
464.1904761904762,0.0627177700348432,83.45454545454545,491.0,68.5,4.416107382550336,1227.1304347826087,1429.3333333333333,0.0,-9.6,114.28571428571429,618.6,33.0,364.2631578947368,46.07104,-89.1326,136,135
533.3333333333334,0.18309859154929578,132.0,634.0,60.0,2.589403973509934,677.2,1558.2,0.0,24.0,138.42857142857142,743.25,41.0,381.2578947368421,44.82341,-88.9308,137,136
