,plot_ID,LON,LAT
188,39_9_3333,-82.20643056996877,39.412337717083496

189,39_53_3860,-82.45696056023955,38.78361842711936

190,39_87_5651,-82.6733972953602,38.72188404995918

191,39_167_2541,-81.09773060254729,39.535742500254536

192,39_87_11243,-82.54089963406916,38.659831669926184

193,39_111_13153,-81.15930855256158,39.61017928226813

194,39_73_12469,-82.17767658795714,39.4868387222942

195,39_87_12770,-82.54123362108399,38.73334245882337

196,39_111_212,-81.0495335530611,39.68038162076182

197,39_127_592,-82.10008624056405,39.564428118300086

198,54_83_1109,-79.97339105404333,38.582182414052234

199,37_175_7,-82.77616745139004,35.27784431674008

200,37_99_32,-82.95305270085345,35.280647624489504

201,37_175_19,-82.91483486716422,35.244305273859844

202,37_75_10,-83.99319789079848,35.3606822130953

203,37_39_3,-83.90937845929096,35.22687064505875

204,37_87_18,-83.1264859329963,35.57841557384856

205,37_173_90,-83.86665136129314,35.502213815848975

206,37_87_87,-83.15275034443037,35.69476550711261

207,37_111_63,-82.27279028966021,35.69832289944573

208,54_75_1981,-80.24363485466947,38.34602054009475

209,54_75_2006,-79.77153879791635,38.64789692019935

210,54_75_2017,-79.68174428813313,38.519608248662706

211,54_75_2023,-80.14655054413113,38.31037680743654

212,54_75_2024,-79.73249578781738,38.58924973720191

213,54_75_2059,-80.21121568442165,38.2138679636925

214,54_75_2161,-80.17090047284685,38.241972005716256

215,54_75_2164,-80.34663997877018,38.221489575418694

216,54_75_2169,-80.14744599168883,38.42426843796878

217,54_75_2235,-80.22538698663995,38.25694722443967

218,54_75_2249,-79.84868575762827,38.50049256392377

219,54_75_2250,-80.27231437924274,38.18387253349637

220,54_75_2295,-79.8562467761349,38.28383892405232

221,54_75_2323,-79.93425210782331,38.43992705132697

222,54_75_2351,-80.2793166569275,38.312340774735105

223,54_75_2512,-79.849461748809,38.45212392962894

224,54_75_2477,-80.30361758858595,38.146522876734636

225,54_75_2491,-80.3225506977835,38.24746790315859

226,54_75_2500,-79.74713449573245,38.59184596548315

227,54_83_570,-79.83879522726839,38.76428404362447

228,54_83_687,-79.78993757432289,38.78428031285273

229,54_83_693,-79.68402866257162,38.7900803809537

230,54_83_806,-79.89526268658334,38.6499194562078

231,54_83_854,-79.8565917753385,38.59332631692325

232,54_83_992,-79.72000036620953,38.6853085184656

233,54_83_1083,-79.69038350669508,38.94271647006541

234,54_83_1109,-79.84833881574875,38.61553068852116

235,54_83_1402,-79.63739666077976,38.820637164356974

236,54_83_1421,-79.69071593645289,38.75336071158508

237,54_83_1454,-79.84127964848767,38.70719458098442

238,54_83_1458,-79.65132592038913,38.79057317710234

239,54_27_2028,-78.52385339691648,39.13293818667022

240,54_83_1783,-79.98481849385891,38.58223421149778

241,54_83_1803,-79.93330910158424,38.566317914367794

242,54_83_1918,-79.89728861907506,38.75296310171434

243,54_83_2038,-79.72526942373823,38.71539020141789

244,54_83_2066,-79.77539903835284,38.91859811062813

245,54_83_2067,-79.88606625547693,38.68322310742547

246,54_83_2115,-79.59223389752833,38.98169000524979

247,54_83_2222,-79.67971758489351,38.84690804610189

248,54_83_2276,-79.90492777248907,38.59039692016207

249,54_83_2332,-79.61009972113796,38.71809635641225

250,54_83_2392,-79.7312503469261,38.74636110805938

251,54_83_2428,-79.6455560132181,38.88807958928067

252,54_83_2473,-79.72719710644742,38.95610796027211

253,54_83_2497,-79.9652060282328,38.52685053693297

254,54_25_509,-80.40691781328225,38.238230839412495

255,54_25_865,-80.30325340044428,37.88968373432413

256,54_25_125,-80.17938831068177,38.03099903639301

257,54_31_229,-78.60565892566945,38.98556250178815

258,54_31_395,-78.81590215730887,38.91561556205717

259,54_31_990,-78.56651457626198,39.04866504385012

260,54_31_1316,-78.51547537437891,39.09069896857179

261,54_31_1361,-78.6523746699101,38.97965966885655

262,54_31_1366,-78.76564696207032,38.969518720858

263,54_93_43,-79.35530943393756,39.04247947100526

264,54_93_218,-79.33803803776229,38.994930650719134

265,54_93_238,-79.62644808213594,39.02219218744014

266,54_93_424,-79.64396645365852,39.13204769522182

267,54_93_569,-79.72507590479466,39.08358989787532

268,54_93_668,-79.74637664543307,39.125825717232395

269,54_93_824,-79.6783957862531,39.015570390937846

270,54_93_857,-79.52747093544883,39.05626207385076

271,54_93_887,-79.6368350047287,39.185079827690274

272,54_31_1618,-78.6631718980612,39.04404645932375

273,54_31_1695,-78.60451164592067,39.021640933677155

274,54_31_2154,-78.70781201581481,39.01708877632908

275,54_31_2466,-78.75420170876947,38.947702418897016

276,54_93_1415,-79.60576081110828,39.16493086194571

277,54_93_1962,-79.6863246357786,39.05670396571305

278,54_93_2126,-79.44523900330616,39.10035771764128

279,54_93_2147,-79.48004333786373,39.08450213493448

280,54_93_2493,-79.54647392554077,39.10231299277335

281,54_25_1173,-80.16704692857903,37.91468891531452

282,54_25_1274,-80.01703251252545,38.01629488677092

283,54_25_1285,-80.06551505332732,38.04117059761465

284,54_25_1303,-80.17685662436924,37.980514671271315

285,54_25_1331,-80.2059511725324,37.84539278898541

286,54_25_1389,-80.26491200029824,37.90084126577632

287,54_25_1561,-79.9688971854492,38.04399082125679

288,54_25_1597,-80.1082431386163,37.9607200533224

289,54_25_1716,-80.27533330045719,37.92731937750732

290,54_25_2137,-80.24694133922581,37.960119307100214

291,54_101_314,-80.40593159505238,38.30440054623569

292,54_77_1491,-79.504399691916,39.22188182969989

293,54_77_1849,-79.54308919955255,39.23507724603015

294,54_83_15,-79.94380166953304,38.685224715132236

295,54_83_53,-79.51729468434091,38.78325249493359

296,54_83_116,-79.81079839209426,38.724552384227366

297,54_83_214,-79.76680915065467,38.74838708917922

298,54_83_260,-79.56115494173666,38.746254766336776

299,54_83_265,-79.6654081721425,38.6998827142487

300,54_83_340,-79.76780236007164,39.01251624616965

301,54_83_343,-79.9717262456915,38.64791110031762

302,54_101_517,-80.38825460077159,38.36646747816831

303,54_101_689,-80.36581789701748,38.26581489560527

304,54_101_705,-80.33529158795062,38.34381178000516

305,54_101_963,-80.46111752601625,38.380547285951465

306,54_101_1081,-80.31146734899531,38.3672971717146

307,54_101_1632,-80.4490866539549,38.328382777836026

308,54_101_1753,-80.20896595556218,38.47417213228663

309,54_101_1823,-80.44817834385603,38.29235885297046

310,54_101_2201,-80.49740286257874,38.343085699656406

311,54_101_2438,-80.44377944706208,38.413177655769175

312,54_101_2463,-80.50278175964388,38.30578337031601

313,54_71_165,-79.08481674927911,38.74019590401498

314,54_71_261,-79.47687189802247,38.77775087111077

315,54_71_494,-79.34569887731158,38.422345483155155

316,54_71_525,-79.12582017652848,38.667001872713406

317,54_71_583,-79.2716985601823,38.85650647182359

318,54_71_822,-79.32867642541487,38.85676181924808

319,54_71_904,-79.51635829625202,38.74758303780894

320,54_71_999,-79.3443240536593,38.947050254974954

321,54_71_1141,-79.39494050933668,38.92132096217849

322,54_71_1163,-79.26025955867182,38.4898651550014

323,54_71_1176,-79.31308693131844,38.81974820209354

324,54_71_1217,-79.18486056813583,38.63498814462983

325,54_71_1228,-79.26222010087858,38.52749141644311

326,54_71_1326,-79.494619120014,38.87288998103122

327,54_71_1349,-79.55157807960653,38.72900869935469

328,54_71_1729,-79.54182213505919,38.61665393911185

329,54_71_1765,-79.60710529305679,38.655223543435014

330,54_71_1785,-79.20888234774685,38.519488929329825

331,54_71_2071,-79.18761875144146,38.57550594651441

332,54_71_2120,-79.50956620891071,38.71668170712633

333,54_71_2297,-79.21086897124776,38.559503602308354

334,54_71_2314,-79.59883586673486,38.589698697487314

335,54_71_2425,-79.43466101669503,38.89352751556144

336,54_75_84,-79.81366837218525,38.64459095292339

337,54_75_85,-79.98178220872383,38.252052840057615

338,54_75_88,-79.65157530136767,38.61141730928615

339,54_75_121,-79.76665216253424,38.68901920328049

340,54_75_155,-80.22940999367684,38.05330416003562

341,54_75_200,-79.77554833794066,38.42253639386131

342,54_75_202,-80.18027397094525,38.33980348908644

343,54_75_212,-80.01266306521542,38.25707727591031

344,54_75_329,-79.90350061687434,38.41968478244288

345,54_75_349,-80.09866605448447,38.1324276083505

346,54_75_398,-80.08620831832623,38.39109174111921

347,54_75_449,-79.7287032914977,38.624249858684635

348,54_75_470,-80.23588064495476,38.304829490338626

349,54_75_596,-79.76881377052389,38.54392814832448

350,54_75_777,-80.043307736877,38.1229710879957

351,54_75_793,-80.0911118115288,38.172054701385846

352,54_75_1103,-79.80817908276984,38.61782747896619

353,54_75_1144,-80.33024094973396,38.207659401599805

354,54_75_1281,-80.32679223697288,38.29167536191249

355,54_75_1340,-80.19253746288005,38.38428376833665

356,54_75_1341,-80.05690918062189,38.090966491620605

357,54_75_1379,-79.76192678243261,38.385694050346416

358,54_75_1463,-79.9821956621801,38.09223473105502

359,54_75_1495,-80.13704391684561,38.456000642342204

360,54_75_1725,-79.72919324502102,38.42450642121782

361,54_75_1747,-80.02675946722646,38.09450617186087

362,54_75_1763,-79.93415545951439,38.48925804368758

363,54_75_1788,-80.26627259543842,38.22727304241436

364,54_75_1815,-80.34095585924541,38.17122958757768

365,54_75_1871,-80.26029886047004,38.28283719387867

366,54_75_1903,-79.90733058494682,38.522422221811404

367,54_75_1915,-79.72308402591138,38.45930978226729

368,54_23_292,-79.28674284477992,39.04889039566521

369,54_23_2064,-79.30392211717634,39.011027863976416

370,54_23_2193,-79.27634783777876,38.93472458522546

371,54_23_2282,-79.2460894475274,38.9646600954781

372,37_99_38,-83.09449004516163,35.340112009580594

373,37_99_46,-83.02050369008757,35.346590104969785

374,37_99_40,-83.0383181396567,35.034507164275524

375,37_99_16,-83.3349092774564,35.32935119480259

376,37_99_28,-83.23790348041587,35.40610526525692

377,37_99_44,-83.00252576066943,35.18298771907192

378,37_99_11,-82.98619917290819,35.34032604765513

379,39_111_527,-81.1202087777379,39.62416845890948

380,39_9_1653,-82.10484123131376,39.42726867550427

381,39_9_2805,-82.27468715828411,39.43704276269494

382,39_167_2526,-81.34642033267701,39.48964751432035

383,37_111_31,-82.13798450373866,35.77616783381857

384,37_111_4,-82.12957929020193,35.81799744485632

385,37_111_28,-82.07331488852918,35.76305765478498

386,37_111_18,-81.9276050686263,35.842819175667096

387,37_175_51,-82.80171523585528,35.204812521159866

388,37_87_40,-83.08822048712986,35.71395772559762

389,37_87_4,-83.06799859580943,35.76266386395308

390,37_87_69,-83.01065625834893,35.71222092334602

391,37_87_60,-82.98822324703393,35.55973979613929

392,37_87_62,-82.96497392718565,35.38567064642535

393,37_87_75,-83.03656202732292,35.69007503235021

394,37_87_54,-82.86831244591346,35.34572017682704

395,37_87_43,-82.90437709341042,35.31159230744771

396,37_87_22,-82.83807313540134,35.39499145673351

397,37_87_19,-83.08334533568657,35.6252096026394

398,37_87_1,-83.11676157106474,35.604703302983175

399,37_87_66,-83.1315453937788,35.66711310929681

400,37_87_7,-83.13126665179009,35.707135088318964

401,37_87_55,-83.1921132323805,35.71076376503399

402,39_87_8041,-82.50195948169711,38.69067446815694

403,39_167_7351,-81.26127691552477,39.50287831028684

404,39_167_14072,-81.15976150838003,39.50346319368141

405,37_21_17,-82.72565919513478,35.45150411869994

406,37_21_64,-82.69740293301066,35.468926030148914

407,37_23_48,-81.91177248171779,35.80155106223196

408,37_23_26,-81.7868274878013,35.885852010033474

409,37_175_11,-82.91125381291529,35.19214096921841

410,37_175_43,-82.77712612662023,35.33935959867861

411,37_175_58,-82.77389162290963,35.297156049987905

412,37_175_6,-82.98544207271074,35.04281286220105

413,37_175_35,-82.86335186069176,35.30935999046627

414,37_89_39,-82.6927074980426,35.415157950438804

415,37_89_27,-82.68846705465378,35.42581646570489

416,39_79_12636,-82.65383417822903,38.8556281650667

417,39_87_12769,-82.51470114142393,38.74956754260679

418,39_145_13692,-82.7319528826301,38.68717233467413

419,37_27_28,-81.68445829940671,36.11295542734452

420,37_89_14,-82.64546634025842,35.35323168234251

421,39_73_15675,-82.23225329604821,39.52611620661329

422,37_23_23,-81.9766709660066,35.815558488304085

423,37_23_27,-81.84179313041061,35.90381878243211

424,37_23_2,-81.88633167902066,35.86425250953184

425,37_23_34,-81.70431917414875,35.742576300786645

426,37_111_32,-82.19329119507788,35.71600026419074

427,37_111_51,-82.10270989327499,35.77224914616093

428,37_111_47,-81.94471093920625,35.943519047171655

429,37_111_52,-82.04789448945718,35.67648779125721

430,37_111_25,-82.2474164995778,35.67002160651634

431,39_73_12480,-82.36916769080048,39.434366781374784

432,37_27_15,-81.75693560372495,35.986406788843

433,37_27_39,-81.77739438632022,35.96815720097112

434,37_27_32,-81.6863358199609,36.08520857195044

435,37_27_44,-81.67922528148705,36.00117203208297

436,39_79_12632,-82.48967670921894,38.859014465705286

437,39_87_15692,-82.54604026803119,38.66061270205495

438,39_87_12774,-82.64770694134066,38.772961580295814

439,39_87_12794,-82.7082541032903,38.61967146061229

440,39_127_1451,-82.23011778620095,39.57139739097378

441,39_111_7349,-81.23643130067818,39.589459581964356

442,39_53_8035,-82.42108779010071,38.72403841975036

443,39_53_8377,-82.56759517805604,38.82813322315381

444,37_111_20,-82.0530914476833,35.84731002787684

445,37_113_30,-83.70536622575294,35.21338078123957

446,37_113_49,-83.61302481042537,35.27180494017625

447,37_113_12,-83.5760086166284,35.21788768326999

448,37_113_53,-83.55218111280205,35.19370851079429

449,37_113_5,-83.5408714445653,35.17129200619035

450,37_113_7,-83.52022114181786,35.16550735049665

451,37_113_44,-83.52083769977116,35.01588849277936

452,37_113_14,-83.46967724606608,35.09246052886553

453,37_113_23,-83.41547736792016,35.01212846602089

454,37_113_54,-83.34779040867838,35.03344414228125

455,37_113_60,-83.32938240435787,35.12800976183261

456,37_113_52,-83.30327319382032,35.2292504669372

457,37_113_8,-83.27907055990458,35.02121407721428

458,37_173_36,-83.66221210779807,35.30715604280407

459,37_173_42,-83.3619753449609,35.34092387094806

460,37_173_43,-83.6758406652389,35.31653496923243

461,37_173_32,-83.62351947299207,35.289483065574416

462,37_173_10,-83.20305155135584,35.58444067665824

463,37_173_29,-83.2487865062489,35.61515140961938

464,37_173_24,-83.2504661213588,35.66429864121859

465,37_199_23,-82.25262333089539,35.7406937993918

466,37_199_37,-82.23969682713064,35.85252169460226

467,37_199_31,-82.31156911923676,35.8891999623702

468,37_199_49,-82.37811357800047,36.04969095705949

469,37_173_7,-83.29949350996063,35.62630303675845

470,37_173_13,-83.29673897003575,35.582323546848436

471,37_173_33,-83.29465422174886,35.5379398847874

472,37_173_9,-83.3496805573065,35.57924193231415

473,37_173_46,-83.40918304542835,35.58354964885687

474,37_173_12,-83.39943342050199,35.53428585151542

475,37_173_14,-83.45935074735596,35.49480987472275

476,37_173_6,-83.46903238278809,35.580489900515275

477,37_173_17,-83.50244811689537,35.4918565571537

478,37_173_41,-83.57290521184628,35.485752971266635

479,37_173_21,-83.55985763607555,35.530425187015084

480,37_173_18,-83.61888752143662,35.48348637107302

481,37_173_22,-83.68222023945864,35.49416381914035

482,37_173_31,-83.72887915995096,35.53564869408132

483,37_173_34,-83.72746051454511,35.477381605523476

484,37_173_47,-83.77869329101044,35.534413166026724

485,37_173_3,-83.82931779655028,35.48345957328964

486,37_173_23,-83.89246838048398,35.4791578347635

487,37_173_55,-83.49453359672339,35.48282363681157

488,37_175_25,-83.00227804749588,35.092606038832244

489,37_175_23,-82.88035322384779,35.26227948168242

490,37_175_37,-82.86786033314134,35.19431480420132

491,37_175_33,-82.80976960231503,35.330640172235206

492,37_175_18,-82.81688291932957,35.295233743932535

493,37_175_29,-82.79347438927691,35.208793307689874

494,37_175_32,-82.77699027951188,35.326005802443035

495,37_39_5,-84.29385972240733,35.18837074725274

496,37_39_19,-84.25413367920902,35.209683654951824

497,37_39_34,-84.23399127588654,35.23466864053236

498,37_39_22,-84.02195808026548,35.272983603566324

499,37_39_36,-84.02276019584372,35.21317217028114

500,37_39_38,-84.02065255191717,35.141226017835365

501,39_167_7168,-81.20634013694246,39.474211185190995

502,39_127_13398,-82.21614496383772,39.605083460023835

503,39_53_15655,-82.57682621605137,38.815035289281816

504,39_167_2907,-81.12131890623125,39.494729153103016

505,37_75_34,-83.72040196481989,35.28877450352566

506,37_75_18,-83.9333597097212,35.347059483414405

507,37_111_23,-82.21317884813516,35.71046896920122

508,37_115_42,-82.70265361759691,35.854396173421655

509,37_115_4,-82.56538646602561,35.95303631422638

510,37_115_40,-82.79075661175227,35.93521199308567

511,37_115_10,-82.8315730260108,35.858423882785736

512,37_113_1,-83.13920348952492,35.01849171320251

513,37_113_25,-83.69479251703463,35.219973376314606

514,37_113_13,-83.58801613649428,35.184754703322156

515,37_113_58,-83.60535496216603,35.12946984776054

516,37_113_21,-83.52521206442306,35.04666345271014

517,37_113_67,-83.44653963384594,35.07341342724718

518,37_113_11,-83.28206379045157,35.039974535788865

519,37_113_34,-83.62759297667768,35.18950449708043

520,37_113_19,-83.24375321583742,35.02808396987879

521,37_113_29,-83.33288935353502,35.01060381405006

522,37_113_37,-83.4785317386096,35.175984418899795

523,37_113_15,-83.48419075266322,35.013895493866094

524,37_113_28,-83.56571017710205,35.28910742891123

525,37_113_48,-83.5697881466984,35.12154239809458

526,37_115_15,-82.86401331013938,35.89778126867146

527,37_115_3,-82.85049143002644,35.86893181013856

528,37_115_31,-82.80509411325801,35.720825081089274

529,37_115_48,-82.80606066249761,35.89115597428499

530,37_115_8,-82.80751906294645,35.878017741944774

531,37_111_29,-82.20022630510391,35.70820298547545

532,37_121_16,-82.22632498810594,36.097927589027805

533,37_121_14,-82.28034078453976,36.123420134735326

534,37_121_23,-82.31380401455164,36.09723416637643

